epoch,train_loss,val_loss,val_iou,val_pixel_error,val_rand_error,val_dice_coeff
1,0.276021091,0.486453652,0,0.387844086,1.000002796,9.84E-10
2,0.226638213,0.629169285,0,0.387840271,1,9.84E-10
3,0.215658188,0.484930247,0,0.387840271,1,9.84E-10
4,0.204546532,0.214181796,0.706740316,0.123947144,0.436774986,0.828175545
5,0.198488341,0.162176549,0.806190441,0.089763641,0.326998878,0.892697036
6,0.189661487,0.185435027,0.788324527,0.094749451,0.343616964,0.881634772
7,0.182490115,0.171409324,0.787953099,0.102584839,0.36828482,0.881402433
8,0.176871908,0.189878434,0.779842693,0.093002319,0.338672969,0.876305163
9,0.167534821,0.137342408,0.861919034,0.058876038,0.222033761,0.925839424
10,0.163392052,0.138884008,0.847363215,0.067108154,0.250708125,0.917375863
11,0.161253611,0.15948458,0.84482342,0.063694,0.239371023,0.915885389
12,0.159038701,0.164165527,0.843196658,0.063575745,0.239086473,0.914928615
13,0.15735544,0.140264362,0.861825892,0.058174133,0.219638286,0.92578572
14,0.156606712,0.149612904,0.85804268,0.058719635,0.221722201,0.923598468
15,0.155928885,0.138954908,0.863239363,0.057701111,0.217941369,0.926600635
16,0.155286505,0.154864371,0.84939967,0.061580658,0.231963516,0.918568015
17,0.154474113,0.152471542,0.84962434,0.06161499,0.23206419,0.918699324
18,0.153852688,0.139148116,0.861719946,0.058578491,0.221026536,0.925724566
19,0.15334103,0.152867854,0.851337692,0.061153412,0.230394942,0.919700086
20,0.152586654,0.152082369,0.852398046,0.06085968,0.229334267,0.920318425
21,0.151831715,0.142665938,0.862719198,0.057487488,0.217239685,0.926300883
22,0.151105986,0.149456233,0.857036506,0.059337616,0.223885016,0.923015237
23,0.150483661,0.146892935,0.854704273,0.060977936,0.229592937,0.92166096
24,0.14986884,0.149128199,0.856020775,0.060276031,0.227133644,0.922425866
25,0.149167867,0.148871601,0.855245138,0.060482025,0.227878888,0.921975374
26,0.14836003,0.142256275,0.857964286,0.060684204,0.228413833,0.92355305
27,0.147625476,0.147527188,0.854642984,0.061092377,0.229984614,0.921625316
28,0.146887816,0.144169897,0.855296181,0.06136322,0.230866694,0.922004998
29,0.146471914,0.146204233,0.851928947,0.064582825,0.241960863,0.920044959
30,0.145595407,0.159281746,0.841576215,0.065532684,0.245739495,0.913973808
31,0.144891595,0.145801455,0.857163463,0.060440063,0.227625682,0.923088849
32,0.14412741,0.146839306,0.855117436,0.061981201,0.232975185,0.921901107
33,0.143517282,0.156571627,0.846391715,0.063480377,0.238551093,0.916806221
34,0.142949872,0.151008889,0.853017734,0.062252045,0.234007638,0.92067951
35,0.142337884,0.144496143,0.856157212,0.061317444,0.230664466,0.922505081
36,0.14161842,0.149215758,0.849980955,0.063102722,0.237057882,0.918907762
37,0.141254076,0.153375983,0.848538894,0.063171387,0.237376246,0.918064415
38,0.140625489,0.149438202,0.851135801,0.063121796,0.237055939,0.919582248
39,0.13993494,0.1550446,0.84532964,0.064758301,0.242908634,0.916182816
40,0.139419058,0.158194542,0.842390054,0.06533432,0.245023487,0.914453566
41,0.138876171,0.17086795,0.824364215,0.071949005,0.2681556,0.903727651
42,0.138132085,0.155380934,0.845441381,0.064739227,0.242837784,0.916248441
43,0.137593423,0.156921893,0.845993813,0.06438446,0.241612704,0.91657275
44,0.137012004,0.152539805,0.850948001,0.063606262,0.238703993,0.919472635
45,0.136354924,0.160080954,0.8375,0.067989349,0.25419304,0.911564648
46,0.136400832,0.153893948,0.843364496,0.06640625,0.248552408,0.91502738
47,0.135570974,0.156499103,0.842386401,0.066635132,0.249375953,0.914451361
48,0.135707422,0.163589492,0.827690041,0.071380615,0.266057473,0.905722558
49,0.135743298,0.146326065,0.851785935,0.064170837,0.240571486,0.919961572
50,0.134726917,0.160878986,0.836799363,0.068763733,0.256812772,0.911149442
,,,0.863239363,,,
