epoch,train_loss,val_loss,val_iou,val_pixel_error,val_rand_error,val_dice_coeff,is_best
1,0.28744608865064736,"tensor(0.5986, device='cuda:0')",0.0,0.4215126037597656,1.0,9.050019067480264e-10,1
2,0.2109556811697343,"tensor(1.7329, device='cuda:0')",0.0,0.4215126037597656,1.0,9.050019067480264e-10,0
3,0.19090387356631897,"tensor(1.6929, device='cuda:0')",0.0012398526656832312,0.420989990234375,0.9996096848405225,0.0024766353890299797,1
4,0.17557652250808828,"tensor(0.3657, device='cuda:0')",0.3519798217123903,0.2861785888671875,0.82569054903432,0.520687997341156,1
5,0.1748542193980778,"tensor(0.3125, device='cuda:0')",0.5794400301846591,0.2891349792480469,0.8243412274129601,0.7337284088134766,1
6,0.16100778474527247,"tensor(0.2873, device='cuda:0')",0.716834478093454,0.16607284545898438,0.5543710211907382,0.8350653052330017,1
7,0.15357970753136804,"tensor(0.2075, device='cuda:0')",0.7664748108387764,0.12397384643554688,0.43443028172578246,0.8678015470504761,1
8,0.15271114952423992,"tensor(0.1807, device='cuda:0')",0.7846673222402032,0.10608673095703125,0.37939756526775104,0.8793429732322693,1
9,0.15002325483981302,"tensor(0.1960, device='cuda:0')",0.7561832308190353,0.11492156982421875,0.40721260706630336,0.8611666560173035,0
10,0.14352921089705298,"tensor(0.1790, device='cuda:0')",0.8091466991561752,0.09680557250976562,0.34973883153764596,0.8945064544677734,1
11,0.13631846931050806,"tensor(0.2228, device='cuda:0')",0.7571062273580301,0.13478851318359375,0.4666159040380845,0.8617649078369141,0
12,0.1287856417543748,"tensor(0.1792, device='cuda:0')",0.7926005842030326,0.10779953002929688,0.3847205595373756,0.8843024969100952,0
13,0.12377029438229169,"tensor(0.2434, device='cuda:0')",0.7242021531204581,0.12088775634765625,0.4262514093289266,0.8400431871414185,0
14,0.11370243745691636,"tensor(0.1437, device='cuda:0')",0.8421171557245485,0.07729721069335938,0.28530131231842515,0.9142927527427673,1
15,0.10932378996821011,"tensor(0.1443, device='cuda:0')",0.8372017277880746,0.08008193969726562,0.2946855640590291,0.9113879203796387,0
16,0.10673031517687966,"tensor(0.1829, device='cuda:0')",0.7962601862630966,0.10681915283203125,0.3816521322042399,0.8865755796432495,0
17,0.10492459947572035,"tensor(0.1746, device='cuda:0')",0.8113715658778632,0.0967254638671875,0.34948174384576125,0.8958643078804016,0
18,0.10342283546924591,"tensor(0.1737, device='cuda:0')",0.8140486915727273,0.0949554443359375,0.343757699605854,0.8974937796592712,0
19,0.10324332030380473,"tensor(0.1647, device='cuda:0')",0.822990297728064,0.08922195434570312,0.32504702017188636,0.9029014706611633,0
20,0.10307886407655828,"tensor(0.1634, device='cuda:0')",0.8235049110557444,0.08890533447265625,0.324006189957767,0.9032110571861267,0
21,0.1029268213931252,"tensor(0.1640, device='cuda:0')",0.8242570135198559,0.08856201171875,0.3228764848285808,0.9036632776260376,0
22,0.10290955620653489,"tensor(0.1688, device='cuda:0')",0.8187665787476424,0.09200286865234375,0.3341547110516654,0.9003536701202393,0
23,0.10289513319730759,"tensor(0.1628, device='cuda:0')",0.8245034116755118,0.0883026123046875,0.3220226303419452,0.9038113355636597,0
24,0.10287958734175738,"tensor(0.1637, device='cuda:0')",0.8239830900123492,0.08862686157226562,0.3230900745624191,0.9034985899925232,0
25,0.10287819013876073,"tensor(0.1650, device='cuda:0')",0.8233940439963059,0.08899688720703125,0.32430719639900585,0.903144359588623,0
26,0.10287665575742722,"tensor(0.1686, device='cuda:0')",0.8186403096696606,0.09204483032226562,0.33429163560297825,0.900277316570282,0
27,0.10287516564130783,"tensor(0.1699, device='cuda:0')",0.817140626993598,0.0929412841796875,0.3372142058155073,0.8993697166442871,0
28,0.10287343535353155,"tensor(0.1663, device='cuda:0')",0.8212612503866437,0.0903778076171875,0.328839873470953,0.9018598794937134,0
29,0.10287199695320691,"tensor(0.1649, device='cuda:0')",0.8233959352852637,0.08906936645507812,0.32454537969977704,0.9031454920768738,0
30,0.10287066768197452,"tensor(0.1625, device='cuda:0')",0.8247402336189689,0.08808517456054688,0.3213065154506658,0.9039535522460938,0
31,0.1028688957586008,"tensor(0.1672, device='cuda:0')",0.8202658708627238,0.09098052978515625,0.330813523148757,0.9012594223022461,0
32,0.10286745911135393,"tensor(0.1612, device='cuda:0')",0.8258132692702433,0.08740234375,0.31905478913009866,0.9045977592468262,0
33,0.102865969433504,"tensor(0.1690, device='cuda:0')",0.8190708127569697,0.09182357788085938,0.3335693682755636,0.9005375504493713,0
34,0.10286431628115036,"tensor(0.1801, device='cuda:0')",0.8080007694470339,0.09899520874023438,0.35678597993553374,0.8938058018684387,0
35,0.10286263595609103,"tensor(0.1774, device='cuda:0')",0.8102597219438692,0.09751129150390625,0.3520153639802577,0.895186185836792,0
36,0.10286116906825234,"tensor(0.1727, device='cuda:0')",0.8143913920645595,0.094757080078125,0.34311475011115844,0.8977019786834717,0
37,0.10285970612483866,"tensor(0.1691, device='cuda:0')",0.818869767791388,0.09194564819335938,0.33396793138441805,0.9004160761833191,0
38,0.10285809197846581,"tensor(0.1723, device='cuda:0')",0.8150458276998006,0.094451904296875,0.34212522082490293,0.898099422454834,0
39,0.10285658652291578,"tensor(0.1625, device='cuda:0')",0.825545360636811,0.087615966796875,0.319759514499241,0.9044369459152222,0
40,0.10285512971527436,"tensor(0.1740, device='cuda:0')",0.8135331618387205,0.09539794921875,0.3451913590056057,0.8971803784370422,0
41,0.10285349409369861,"tensor(0.1750, device='cuda:0')",0.8125795621198699,0.096038818359375,0.347264569470483,0.8966001868247986,0
42,0.10285186767578125,"tensor(0.1793, device='cuda:0')",0.8087775456067814,0.09844589233398438,0.35502180010915174,0.8942808508872986,0
43,0.10285052262684878,"tensor(0.1766, device='cuda:0')",0.8107075422607455,0.097137451171875,0.3508104068341116,0.8954594135284424,0
44,0.10284906494266846,"tensor(0.1733, device='cuda:0')",0.8156217944398272,0.09393692016601562,0.3404527807544706,0.8984490036964417,0
45,0.10284740784588982,"tensor(0.1603, device='cuda:0')",0.828384952041112,0.0858612060546875,0.313958814522034,0.9061384201049805,0
46,0.10284586864359238,"tensor(0.1697, device='cuda:0')",0.8183796928711891,0.09230804443359375,0.3351505606488182,0.9001197218894958,0
47,0.10284428649088916,"tensor(0.1723, device='cuda:0')",0.8154870928433124,0.09415054321289062,0.3411469395700264,0.8983672857284546,0
48,0.10284267672721077,"tensor(0.1636, device='cuda:0')",0.8246236681454517,0.08821868896484375,0.3217462343315144,0.9038835763931274,0
49,0.10284126024035846,"tensor(0.1701, device='cuda:0')",0.8186931609104768,0.09209823608398438,0.3344660269075379,0.9003092646598816,0
50,0.10283964828533285,"tensor(0.1808, device='cuda:0')",0.807504307508005,0.09930038452148438,0.3577647945569993,0.8935019373893738,0
51,0.10283823398982778,"tensor(0.1762, device='cuda:0')",0.8123925805227562,0.09618759155273438,0.3477454879080032,0.8964863419532776,0
52,0.10283652780687108,"tensor(0.1742, device='cuda:0')",0.8138413778693173,0.09516143798828125,0.3444253373455636,0.8973677754402161,0
53,0.10283511570271324,"tensor(0.1730, device='cuda:0')",0.8157591364364529,0.0938873291015625,0.3402917395330425,0.8985323309898376,0
54,0.10283360192004372,"tensor(0.1728, device='cuda:0')",0.8146952681953691,0.09460830688476562,0.34263241610564,0.8978865742683411,0
55,0.10283208331641029,"tensor(0.1613, device='cuda:0')",0.8264779046503313,0.08701324462890625,0.317769930647103,0.9049963355064392,0
56,0.10283052307717941,"tensor(0.1711, device='cuda:0')",0.8174062457793718,0.09283065795898438,0.3368539612938023,0.8995305895805359,0
57,0.10282888701733421,"tensor(0.1716, device='cuda:0')",0.8164181785521825,0.09356689453125,0.33925039456256867,0.8989319801330566,0
58,0.10282749419703203,"tensor(0.1643, device='cuda:0')",0.8227976375034977,0.089385986328125,0.32558587216013823,0.9027854800224304,0
59,0.10282599575379316,"tensor(0.1696, device='cuda:0')",0.8176267826165319,0.09263992309570312,0.3362324276126861,0.8996641039848328,0
60,0.10282431586700327,"tensor(0.1681, device='cuda:0')",0.8194256400998887,0.09157943725585938,0.33277186272728654,0.9007520079612732,0
