epoch,train_loss,val_loss,val_mIOU,val_iou_B-ground,val_iou_Aeroplane,val_iou_Bicycle,val_iou_Bird,val_iou_Boat,val_iou_Bottle,val_iou_Bus,val_iou_Car,val_iou_Cat,val_iou_Chair,val_iou_Cow,val_iou_Dining-Table,val_iou_Dog,val_iou_Horse,val_iou_Motobike,val_iou_Person,val_iou_Potted-Plant,val_iou_Sheep,val_iou_Sofa,val_iou_Train,val_iou_TV/Monitor
11,1.2383275153321405,1.3589980111191773,0.0347466278466705,0.7277040936841168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019750910959633744,0.0,0.0,0.0,0.0,0.0
12,1.2363094712979097,1.3589650983458121,0.03479116402067565,0.727886490124083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027279543101056593,0.0,0.0,0.0,0.0,0.0
13,1.2363169593303192,1.353266911408336,0.03474128911831181,0.7278079315626518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017591399218956907,0.0,0.0,0.0,0.0,0.0
14,1.235715476834392,1.346610565263381,0.03472634855757365,0.7275955705945489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016577491144973654,0.0,0.0,0.0,0.0,0.0
15,1.2355743936972705,1.3506953414414347,0.03469245211726234,0.7277240633154556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008174311470530223,0.0,0.0,0.0,0.0,0.0
16,1.2352117651876013,1.3395908777041943,0.03474409434381994,0.7276543389057253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019716423144934855,0.0,0.0,0.0,0.0,0.0
17,1.2347116166857888,1.3526052150017618,0.034676391075680026,0.727451915551149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007522970381312411,0.0,0.0,0.0,0.0,0.0
18,1.2345803747313064,1.356002733290605,0.034718310298248976,0.7276771523847484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014073638784797245,0.0,0.0,0.0,0.0,0.0
19,1.2346442852547204,1.3539134499287278,0.034661544530290064,0.727441703132598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045073200349268625,0.0,0.0,0.0,0.0,0.0
20,1.234168391433224,1.3502564198782354,0.03483359433125256,0.7283185277291745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00318695322712916,0.0,0.0,0.0,0.0,0.0
21,1.2341295521533007,1.3435237335738857,0.03473649876654543,0.7278017845995178,0.0,0.0,0.0,0.0,0.0,7.896173014315139e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158572776779229,0.0,0.0,0.0,0.0,0.0
22,1.2334678758938835,1.331253440058518,0.03467745198956741,0.7274506199863764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007758717945386142,0.0,0.0,0.0,0.0,0.0
23,1.2339962361754124,1.344738596851883,0.03467844419250916,0.7274231020767624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000824225965929346,0.0,0.0,0.0,0.0,0.0
24,1.2330354770331506,1.3492408740202995,0.034649833937192204,0.7275370742454824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010943843555323147,0.0,0.0,0.0,0.0,0.0
25,1.2325031075322563,1.3490804913117713,0.034646995425004656,0.727581901849235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00207586230061e-06,0.0,0.0,0.0,0.0,0.0
26,1.2320663520311872,1.3512831181287766,0.034658076082298594,0.7275565678520947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002630298761754573,0.0,0.0,0.0,0.0,0.0
27,1.2321517448630794,1.3512537382619898,0.034516434984938095,0.7247328045637114,0.0,0.0,0.0,0.0,0.0,1.1835971372928414e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010049414861520256,0.0,0.0,0.0,0.0,0.0
28,1.2310518085740614,1.3477020329216503,0.03463458163786558,0.7273226750750534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5393201233735733e-06,0.0,0.0,0.0,0.0,0.0
29,1.2309277741839466,1.3450501826415766,0.034640412290184976,0.7274475836420244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07445185977188e-06,0.0,0.0,0.0,0.0,0.0
30,1.230801043098524,1.3499861804582818,0.03464711104627344,0.7275869714415595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.360530182209277e-06,0.0,0.0,0.0,0.0,0.0
31,1.230356107331659,1.3656590554312742,0.03464696200618823,0.727586202129952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1.230024085102374,1.3418094728820513,0.03466604943928602,0.7274767709152576,0.0,0.0,0.0,0.0,0.0,0.0001828461781869855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003274211315611863,0.0,0.0,0.0,0.0,0.0
33,1.2302212056644903,1.3483012183169318,0.034658647947071394,0.7274997905442872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003318163442115829,0.0,0.0,0.0,0.0,0.0
34,1.2292098675596632,1.3578005823790003,0.03464204991036781,0.7274321758446349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.087227308869942e-05,0.0,0.0,0.0,0.0,0.0
35,1.2290493177433308,1.3478186165856332,0.03464670294274058,0.7275807617975516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.2289324172756129,1.3479897002225478,0.03464697945677483,0.7275865685922709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.2289430242199464,1.3585276155895794,0.034510083993353986,0.7244252984813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002864653790368436,0.0,0.0,0.0,0.0,0.0
38,1.2286944665884263,1.3463504925062977,0.034646976130853824,0.7275864987479294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1.2281412599731911,1.3461984177072024,0.03464698997497824,0.7275867894745424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1.227495428677691,1.3553582541260523,0.034641300246601836,0.7274618455510126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.459627625536633e-06,0.0,0.0,0.0,0.0,0.0
41,1.2276932208548057,1.345400611149896,0.03459098902094231,0.7262045666181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020620282168812634,0.0,0.0,0.0,0.0,0.0
42,1.226564039621846,1.3257854476673496,0.034646976130853824,0.7275864987479294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.2266632022405743,1.3467876264934278,0.03450764229157177,0.724445303351042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002151847719647746,0.0,0.0,0.0,0.0,0.0
44,1.2268080801555985,1.3545836718733777,0.03464664518924433,0.7275790726024626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.763716677219778e-07,0.0,0.0,0.0,0.0,0.0
45,1.2266053356781523,1.3562581746541347,0.03464113024167443,0.7274445585999105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917647525212907e-05,0.0,0.0,0.0,0.0,0.0
46,1.2257635369726394,1.3378381509961133,0.03464572337404257,0.7275601908548934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1.225438128062826,1.336991380554499,0.03464697838422694,0.7275865460687648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1.2250234908690714,1.3429206504240068,0.034646407290298005,0.7275732752194898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2778767678175312e-06,0.0,0.0,0.0,0.0,0.0
49,1.2251269270464904,1.3516819845257755,0.03464693412872618,0.7275845448669965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07183625237445e-06,0.0,0.0,0.0,0.0,0.0
50,1.2244936105099733,1.3463297463262205,0.03446587375605811,0.7234807682383936,0.0,0.0,0.0,0.0,0.0,7.765814603718104e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029481482422263894,0.0,0.0,0.0,0.0,0.0
