epoch,train_loss,val_loss,val_iou,val_pixel_error,val_rand_error,val_dice_coeff
1,0.050621442677032565,0.09153676281372707,0.0,0.06828120394930741,1.0,4.264343396916577e-09
2,0.031015344865379796,0.0316570612291495,0.6466613017389631,0.03376897288535222,0.2633535265516935,0.7851135532061259
3,0.01931575000766785,0.018832209209601086,0.6208284999333246,0.04118037135278515,0.29223167352842294,0.7660099864006042
4,0.01175519026395294,0.010395022419591745,0.7273731789477772,0.024434497494842316,0.19512762356198912,0.8417657613754272
5,0.008119370487909163,0.01332181009153525,0.6440778166704623,0.03758933834364867,0.2705269674256375,0.7835042079289755
6,0.006733380588552644,0.014714157519241175,0.587089127554541,0.04750497347480109,0.32578312200408,0.7397478024164835
7,0.006351400932837878,0.007202264542380969,0.734939072252295,0.023601900972590628,0.188982387717579,0.8467825253804525
8,0.005037262900582244,0.006207230035215616,0.7566521814803885,0.020986221632773378,0.17129656567187893,0.8607770800590515
9,0.004604485111250993,0.007321576743076245,0.795147648130127,0.016382073386383717,0.1403514900738385,0.8850981791814169
10,0.005168757446470761,0.008764035223672787,0.6728819719089447,0.033431881815502495,0.24453569444348347,0.8043715159098307
11,0.005088265083970562,0.008636305884768566,0.7970784990457284,0.015875515767757104,0.1385124266477493,0.8861124714215597
12,0.004485973667713904,0.005548990331590176,0.7765664318753692,0.018682765988800514,0.15520944388352598,0.8736280997594198
13,0.004065983883676029,0.005355333598951499,0.7782757927205163,0.018691055113468913,0.1540103937476109,0.874900738398234
14,0.004053574618733217,0.005218793793270986,0.777887202878448,0.01874171087533157,0.15434276717641685,0.8746410608291626
15,0.003842294794477282,0.0050774455691377325,0.7933929028020826,0.016838896256999747,0.14209292526025333,0.8840593298276266
16,0.003650060644553554,0.005317185772582889,0.8124291626718664,0.014704907161803726,0.1274779394875886,0.8954672813415527
17,0.003590245731174946,0.0050817800996204214,0.8158842929543136,0.014404656646035926,0.12490682756023759,0.8976075251897176
18,0.0034408109007223,0.0048122000104437275,0.8080153243353368,0.015390141467727658,0.13102304263011244,0.8930032650629679
19,0.0033721390195311078,0.00478708619872729,0.8009506929758187,0.016166556145004434,0.13645773888483845,0.8887241880098978
20,0.0033117936090416005,0.004757728427648544,0.8124807839077818,0.014857795461243736,0.1276090734996024,0.8956008950869242
21,0.00321675241819673,0.004812758105496566,0.8173430425776887,0.0142849248452697,0.1239239059163536,0.8983981410662333
22,0.003158585311123921,0.004902042293300231,0.8167011584078163,0.01430334512231061,0.12443048677712787,0.8978885809580485
23,0.003089615894902137,0.004850770502040784,0.8178599951512084,0.014163351016799294,0.12353005325081086,0.898574948310852
24,0.0030386969221815946,0.00479885012221833,0.8125025133677958,0.014734379605069256,0.12760521889401547,0.8953527808189392
25,0.0030323074634877904,0.004765262284005682,0.8103920015964564,0.014980290303566143,0.12922985989900918,0.8941007057825724
26,0.0030241361331014385,0.004864486400038004,0.8207132972808789,0.013871389625700004,0.12141857103662801,0.9002390305201212
27,0.0030193560711678957,0.0048452553649743395,0.8168760734359278,0.014265583554376645,0.1242973130103066,0.8979547222455343
28,0.003018634949600504,0.005056494226058324,0.8275464118889354,0.013136420571765414,0.11624831220012728,0.9042985439300537
29,0.0030179478288177523,0.004837355886896451,0.8175450203547158,0.014201112584733258,0.12378732618458839,0.8983718554178873
30,0.0030170186805809217,0.004807895127062996,0.8177363879919081,0.014193744473916895,0.12365347165733898,0.898497998714447
31,0.0030162966051589576,0.004752507355685036,0.8162364447462506,0.01437426318891836,0.12480720720267861,0.8976205190022787
32,0.003015590380997427,0.005071253981441259,0.8253319045706461,0.013348253757736517,0.11789983307113065,0.9029625256856283
33,0.003014754391305389,0.004798469832167029,0.816890298407379,0.014279398762157372,0.12429442811035352,0.8979835112889608
34,0.0030139028808222183,0.004799175929899017,0.8142050777737696,0.014560307987032117,0.12631641766247761,0.8963842590649923
35,0.0030131535529489477,0.004805057930449645,0.8158419550081354,0.01438439434129087,0.1250972847006079,0.8973323305447897
36,0.0030123202633413095,0.004764166738217075,0.8135563258996531,0.014641357206012376,0.1268326009390087,0.8959882259368896
37,0.003011648148869074,0.004791989689692855,0.8156608835402713,0.014412024756852326,0.12522607704267097,0.897251824537913
38,0.0030108047010857734,0.0049493582143137855,0.8207648079105988,0.01383639109932211,0.12134839337516949,0.9002519448598226
39,0.0030101235512824307,0.005027778679504991,0.8277545036452789,0.01312905246094905,0.11608414968940883,0.9044614831606547
40,0.0030093062218398818,0.004771029421438773,0.8149542925342651,0.014493073975832549,0.12577183841094056,0.8968271811803182
41,0.00300860665212836,0.004899875183279316,0.8224436324248122,0.013701002063071047,0.12008137748675825,0.9013358155886332
42,0.0030078653944656253,0.0047853618549803896,0.8132721058986873,0.014665303566165652,0.12704253301569193,0.8958131670951843
43,0.0030070032639008377,0.004798208285743992,0.8165358132414801,0.014317160330091375,0.12456434036113202,0.897769550482432
44,0.0030064268052698143,0.004802357017373045,0.819083386008959,0.014061118479221943,0.12263954058481608,0.8993154366811117
45,0.003005651783408417,0.00492004359451433,0.8224436393411256,0.01368534482758621,0.12007617692012817,0.9013113776842753
46,0.003004870858163603,0.005004693598796924,0.8251285390550932,0.013399830533451248,0.11804260640209734,0.9029162327448527
47,0.0030040916603719515,0.004763224783043067,0.8164906121128782,0.01434110669024465,0.12458233972599708,0.8978015581766764
48,0.003003391531115818,0.004756274788329999,0.8180822431922214,0.014178087238432058,0.12339067835831825,0.8987470865249634
49,0.003002690932443065,0.004775951228414972,0.8135098428598161,0.014645962275272595,0.12684413861479418,0.8959909081459045
50,0.0030019871605139587,0.004766281616563599,0.8142113428472504,0.014581491305629283,0.12631491693635225,0.8964277108510336
