epoch,train_loss,val_loss,val_mIOU,val_iou_B-ground,val_iou_Aeroplane,val_iou_Bicycle,val_iou_Bird,val_iou_Boat,val_iou_Bottle,val_iou_Bus,val_iou_Car,val_iou_Cat,val_iou_Chair,val_iou_Cow,val_iou_Dining-Table,val_iou_Dog,val_iou_Horse,val_iou_Motobike,val_iou_Person,val_iou_Potted-Plant,val_iou_Sheep,val_iou_Sofa,val_iou_Train,val_iou_TV/Monitor
24,0.8782840657021643,1.196591048959092,0.03561887508859552,0.7433087469351607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004687629925346012,0.0,0.0,0.0,0.0,0.0
25,0.8781206851226969,1.1832143369089185,0.036085044297416526,0.7450778806315894,0.0,0.0,0.0,1.036598026567852e-07,0.0,7.5029266148656795e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700443027739497,0.0,0.0,0.0,0.0,0.0
26,0.8779538768499203,1.2317043362998266,0.03570295266891244,0.7436686108381929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.340614395624098e-06,0.0,0.006089054594572501,0.0,0.0,0.0,0.0,0.0
27,0.8778100246755359,1.1855116912333417,0.03559635692697157,0.7433284146031994,0.0,0.0,0.0,4.085997583126825e-07,0.0,0.0,4.656088499836186e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004194625702560603,0.0,0.0,0.0,0.0,0.0
28,0.877652657811454,1.180850032409749,0.035696073903761096,0.7434330878603674,0.0,0.0,0.0,0.0,0.0,1.3415450296748813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006171048668319234,0.0,0.0,0.0,0.0,0.0
29,0.8774955140357137,1.1815608181827462,0.036604378167792745,0.7458297490510721,0.0,0.0,0.0,2.042513071621217e-07,0.0,0.0,2.0565103209342593e-05,0.0,0.0,6.211568637744961e-07,0.0,0.0,6.38301933145753e-08,0.0,0.022840738131001678,0.0,0.0,0.0,0.0,0.0
30,0.8773367406884215,1.2288970050251566,0.035522963732482926,0.7429320489231321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003050189459009801,0.0,0.0,0.0,0.0,0.0
31,0.877197045659537,1.1786357473799658,0.036000163773556665,0.7444696358864893,0.0,0.0,0.0,5.617495250604221e-07,0.0,5.013218762829036e-07,2.589675060023217e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011530150611739353,0.0,0.0,0.0,0.0,0.0
32,0.8770210427948871,1.1821890328578728,0.035653028237106386,0.7434782671368854,0.0,0.0,0.0,1.0215145783651389e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235223690891529,0.0,0.0,0.0,0.0,0.0
33,0.8768819411712167,1.2320773141183394,0.03566889570138098,0.7435880239639809,0.0,0.0,0.0,1.0201650934684787e-07,0.0,3.7732161140132505e-05,1.5822411650766624e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00540512917571975,0.0,0.0,0.0,0.0,0.0
34,0.876716157810764,1.19153081450957,0.03588838296756527,0.7442082429477349,0.0,0.0,0.0,1.0210592970982506e-06,0.0,7.064052592878916e-07,2.328044249918093e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009445839102154449,0.0,0.0,0.0,0.0,0.0
35,0.8765635317906135,1.183158953069258,0.03617655994425006,0.7453089408421398,0.0,0.0,0.0,2.0429684272991574e-07,0.0,2.4611879773690444e-06,6.864852600435077e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014389287649690906,0.0,0.0,0.0,0.0,0.0
36,0.8764103779414403,1.185340255582097,0.03591927320601156,0.7443559417583457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009948795567897536,0.0,0.0,0.0,0.0,0.0
37,0.8762570176924303,1.1674277093773548,0.03579524266265265,0.7437483795854163,0.0,0.0,0.0,0.0,0.0,4.0066277731900816e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007947709702515779,0.0,0.0,0.0,0.0,0.0
38,0.8761142459531079,1.1947404375600652,0.03606571051799024,0.7444726998489265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012907221028868137,0.0,0.0,0.0,0.0,0.0
39,0.8759558842788094,1.1856957313467036,0.035927487525755274,0.7443052620919973,0.0,0.0,0.0,3.574982213718014e-07,0.0,2.6560790855979194e-06,0.0,3.150227912557732e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.010168647348764742,0.0,0.0,0.0,0.0,0.0
40,0.8757992028098903,1.1840260774889302,0.035826818894308964,0.7441483884413291,0.0,0.0,0.0,7.256186185974964e-07,0.0,1.0190325615206504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008203892394925097,0.0,0.0,0.0,0.0,0.0
41,0.8756454565699413,1.1817174733094744,0.03579073475546544,0.7439544040992359,0.0,0.0,0.0,1.0215145783651389e-07,0.0,2.1655944100290396e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076487580196705485,0.0,0.0,0.0,0.0,0.0
42,0.8754928322632539,1.1625856093908709,0.036817058265818936,0.7473250201412464,0.0,0.0,0.0,0.0,0.0,2.1996704194966862e-05,0.0,2.0476481431625256e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.025809159088613486,0.0,0.0,0.0,0.0,0.0
43,0.875325532811946,1.2145562883965748,0.03562607311446332,0.7433764701975475,0.0,0.0,0.0,0.0,0.0,9.003657917281084e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004770975169603078,0.0,0.0,0.0,0.0,0.0
44,0.8751874180208014,1.220188819076802,0.03568646346613044,0.7436414285486026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00577430424013655,0.0,0.0,0.0,0.0,0.0
45,0.8750244439810424,1.1921363677125412,0.03546651206038769,0.7429014388691358,0.0,0.0,0.0,3.5752478852359717e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018949568742166762,0.0,0.0,0.0,0.0,0.0
46,0.8748837401458183,1.1877003672350313,0.035737663204953786,0.7437198674574871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.150227912557732e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.006770744823750833,0.0,0.0,0.0,0.0,0.0
47,0.8747240066894882,1.2060740910329668,0.0361726179699954,0.7449740136114508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014650963758451908,0.0,0.0,0.0,0.0,0.0
48,0.8745661244040723,1.1751915573804956,0.03610124971880519,0.7448423640755136,0.0,0.0,0.0,0.0,0.0,1.6306740469395878e-05,4.656088499836186e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01326752671804058,0.0,0.0,0.0,0.0,0.0
49,0.8744203623051774,1.2799460428840517,0.03538743950537635,0.7427380665788806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000398163034022689,0.0,0.0,0.0,0.0,0.0
50,0.8742867264595425,1.1929609888262047,0.03585438547665475,0.7441057076495261,0.0,0.0,0.0,0.0,0.0,2.119215777863675e-06,1.8624353999344744e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008834081900906348,0.0,0.0,0.0,0.0,0.0
