epoch,train_loss,val_loss,val_mIOU,val_iou_B-ground,val_iou_Aeroplane,val_iou_Bicycle,val_iou_Bird,val_iou_Boat,val_iou_Bottle,val_iou_Bus,val_iou_Car,val_iou_Cat,val_iou_Chair,val_iou_Cow,val_iou_Dining-Table,val_iou_Dog,val_iou_Horse,val_iou_Motobike,val_iou_Person,val_iou_Potted-Plant,val_iou_Sheep,val_iou_Sofa,val_iou_Train,val_iou_TV/Monitor
26,1.136968941218202,1.2374386052597839,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1.1366266601446882,1.2393776394836478,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1.136216686639301,1.2307265881461786,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1.1354592058759305,1.266053773718806,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1.1345444609369149,1.3010202968217868,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1.1343863165101233,1.21426659001876,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1.132812691021293,1.247790302351578,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1.132881657485399,1.2735806178186357,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1.1317513172268232,1.2161984987096073,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.1310600274896732,1.2059543082599378,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.130738198271264,1.2400529439532266,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.1293938475924534,1.2158123783485586,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1.1289408666846819,1.231926456989906,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1.1279670279231533,1.21110533446688,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1.1269366953587323,1.1883793723836695,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.1263537582785779,1.2606355319010842,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1.125547182675903,1.2119593376044147,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.123984437634775,1.2368174355758732,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.1239640368965633,1.3090464596947033,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.122386221160855,1.2342747056351084,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.121650708911757,1.255443518354055,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1.121563266562106,1.3102055306184743,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1.121433040480933,1.2337304823023756,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1.1210250008388114,1.3001205780098528,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1.1207196272023072,1.2726478983241667,0.035364096451677825,0.742646025485234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
