epoch,train_loss,val_loss,val_iou,val_pixel_error,val_rand_error,val_dice_coeff
1,0.309892534,0.370611231,0,0.068281204,1,4.26E-09
2,0.056310508,0.113667086,0.512382754,0.03432066,0.368188012,0.673631152
3,0.042141972,0.123494516,0.664587345,0.031779583,0.248976859,0.796844681
4,0.037459889,0.041893183,0.740264637,0.018196471,0.176620225,0.850435138
5,0.036063712,0.069638011,0.713968155,0.023275862,0.201710986,0.833028833
6,0.029904041,0.073830246,0.739973849,0.023969385,0.18597119,0.850496074
7,0.02686462,0.431677341,0.391945234,0.183695292,0.617710318,0.52709802
8,0.023359626,0.024864997,0.850789697,0.010123784,0.098024024,0.917839209
9,0.021880359,0.024260327,0.848064125,0.009807877,0.099419789,0.915799042
10,0.021032184,0.02286308,0.869249416,0.008834365,0.084925963,0.929086963
11,0.020056706,0.021271226,0.876478199,0.008197023,0.079929693,0.93306154
12,0.018824969,0.019871421,0.881199794,0.007771515,0.07654344,0.935782989
13,0.01843451,0.02001063,0.881792444,0.007699676,0.076014408,0.936209818
14,0.017152194,0.023376834,0.866541872,0.00938421,0.087085922,0.927874525
15,0.016722893,0.019909091,0.878622621,0.00810308,0.078488713,0.93438079
16,0.015830476,0.019136998,0.881938284,0.007690466,0.076118813,0.936053356
17,0.015658805,0.018920279,0.882693337,0.007554156,0.075559518,0.936372141
18,0.015483369,0.01889584,0.883628495,0.007511789,0.074927719,0.93694967
19,0.015395329,0.018775875,0.885168996,0.007462054,0.073901609,0.937925359
20,0.015327695,0.018774729,0.885482031,0.007469422,0.073699009,0.938151916
21,0.015256343,0.018902753,0.886719206,0.00743074,0.072867979,0.938945055
22,0.015151211,0.018635085,0.887285066,0.007378242,0.072475658,0.939252873
23,0.015069369,0.018501648,0.886875054,0.007374558,0.072729185,0.938982646
24,0.01498418,0.018742569,0.886421843,0.00747679,0.073082436,0.938811322
25,0.014915438,0.019124504,0.885479561,0.007601127,0.07378575,0.938314637
26,0.0148399,0.018420357,0.887625734,0.007324823,0.072224291,0.939410905
27,0.014763189,0.018418329,0.886545272,0.007387452,0.072976831,0.938744704
28,0.014704725,0.018256319,0.886718847,0.007275088,0.072792425,0.93871973
29,0.014640997,0.018270977,0.887319774,0.007328507,0.072435279,0.939196448
30,0.014565186,0.018396392,0.886909886,0.00738561,0.072748288,0.938978692
31,0.01449295,0.018552934,0.887256045,0.007406793,0.072525279,0.939254304
32,0.014452813,0.018244033,0.886554061,0.00729443,0.072943507,0.938594937
33,0.014445611,0.018403959,0.887032104,0.007396662,0.072673546,0.93907843
34,0.014439266,0.018365735,0.887327643,0.007377321,0.072463268,0.939261337
35,0.014433071,0.018380272,0.887822738,0.00734048,0.072119552,0.939549128
36,0.014426446,0.018571218,0.887357597,0.007400346,0.072457892,0.939311643
37,0.01442049,0.018325879,0.887596496,0.007353375,0.072267734,0.939420362
38,0.014413258,0.01825009,0.887044746,0.007316534,0.072632864,0.938963433
39,0.014408925,0.018086154,0.887711886,0.007231801,0.072122284,0.9393363
40,0.014400562,0.018524502,0.887178244,0.007408635,0.072589357,0.939188719
41,0.014395587,0.018065951,0.888288431,0.007243774,0.071759509,0.939737856
42,0.014388739,0.018437741,0.88745174,0.007378242,0.072383888,0.939346075
43,0.014382262,0.018455181,0.887326331,0.0073764,0.072463127,0.939260006
44,0.014376992,0.018245501,0.888069228,0.007313771,0.071938181,0.939687471
45,0.014371174,0.01808642,0.887720797,0.007273246,0.072157323,0.939377944
46,0.014364577,0.018025651,0.887902597,0.007229038,0.072004708,0.939453244
47,0.014358464,0.018284203,0.888160166,0.00732206,0.071876764,0.93976897
48,0.014352177,0.018361141,0.88781432,0.007353375,0.072130669,0.939562857
49,0.01434653,0.018412919,0.88724194,0.00740403,0.072539597,0.939233025
50,0.014340367,0.018369884,0.887429099,0.007395741,0.07241074,0.939351877
,,,,,,0.93976897
