epoch,train_loss,val_loss,val_mIOU,val_iou_unlabelled,val_iou_road,val_iou_sidewalk,val_iou_building,val_iou_wall,val_iou_fence,val_iou_pole,val_iou_traffic_light,val_iou_traffic_sign,val_iou_vegetation,val_iou_terrain,val_iou_sky,val_iou_person,val_iou_rider,val_iou_car,val_iou_truck,val_iou_bus,val_iou_train,val_iou_motorcycle,val_iou_bicycle
16,0.49845937549066144,0.5810648723840713,0.2097301859279791,0.8327383279061322,0.4327852969172183,0.6304892485474983,0.17427027705550396,0.046158856178462,0.05829603720264656,0.02185992390220722,0.09350858174459468,0.6763395457564361,0.08058806149531839,0.0,0.004993488927840152,0.0,0.7334650537100358,0.0,0.08727994813956726,0.0,0.0,0.11210088514814312,0
17,0.4851054872584944,0.578847497433424,0.19928642259679877,0.8314898941097703,0.41616819081174267,0.6237931222546605,0.16095978997162405,0.011431034517361329,0.045676209208003665,0.026670127394291917,0.0934524114930684,0.673606918161745,0.0650995842944623,0.0,0.007537789613508999,0.0,0.7408205245912386,0.0,0.008362100028749805,0.0,0.0,0.08137433288894841,0
18,0.4734496697082239,0.576672086328268,0.20749397298388325,0.8344247942193352,0.42455523165756065,0.6309971675357531,0.18309628255899535,0.0326133024001875,0.05491693456518709,0.01919405975472287,0.09685590435349505,0.6807127457268458,0.0810950971910822,0.0,0.004095615162882881,0.0,0.7275888733093446,0.0,0.06895389923697101,0.0,0.0,0.10328557902142133,0
19,0.46353162252101576,0.5679258702099323,0.2084635600691091,0.8358398770867981,0.4500327858892499,0.6270940984323998,0.15710478359199365,0.04447113554606209,0.054298721210218615,0.021481986100562428,0.08718526103243475,0.6754071179402463,0.09695473095256761,0.0,0.008132852374723302,0.0,0.7508477384302215,0.0,0.054055917851172246,0.0,0.0,0.0979006348744246,0
20,0.4541511054800338,0.5662458787858486,0.2159312195662616,0.8350288410776473,0.4406345554316238,0.6543716702423185,0.18658051920916746,0.055415411906426904,0.06205696934570942,0.04070722059120813,0.11574022561894041,0.6778901566496194,0.07684202066055085,0.0,0.002915888529424769,0.0,0.7358865487268589,0.0,0.0853191168961046,0.0,0.0,0.13330402687337187,0
21,0.4435688822484818,0.5492691733539105,0.2104713085632488,0.8318401111034476,0.41814689726184723,0.6532923179960473,0.19021887790556097,0.03566604637803057,0.06799694985755343,0.02564744136659207,0.10614078889658539,0.6918103937098011,0.07729350680511696,0.0,0.00485091865729094,0.0,0.7548664127216329,0.0,0.06700768342163936,0.0,0.0,0.07417651662058508,0
22,0.4338775011321076,0.5714335943162441,0.21029964928337083,0.8167651554598475,0.43599903297030296,0.6439269081335973,0.1781558581733709,0.025351425841188487,0.062382468643563095,0.03781062169416445,0.09544279296031143,0.6932545260262156,0.0774335218414986,0.0,0.01996276783163402,0.0,0.7421527040018643,0.0,0.0660071289554739,0.0,0.0,0.10104842385100976,0
23,0.42584701293907246,0.5669661381542682,0.21638615476068374,0.8358082102181005,0.44571883812587104,0.6440845966985554,0.18342263026105168,0.04814902021066334,0.0745772110272807,0.054256100517191645,0.1148865121066659,0.6867506777255985,0.08075679307697357,0.0,0.008983831474978603,0.0,0.7372864498120606,0.0,0.09011377065192762,0.0,0.0,0.10654229854607193,0
24,0.41473412764172596,0.5711366327404976,0.219547234327326,0.8263224984437735,0.4512382589480598,0.6554951571766915,0.18478066346163982,0.04070839976479103,0.08428441450670139,0.02611651936227455,0.11832535257801552,0.6909502124565855,0.09091266155986075,0.0,0.010659696837469555,0.0,0.748340931162192,0.0,0.08751926657825079,0.0,0.0,0.155743419382889,0
25,0.3795863746494806,0.5570798691511154,0.222090743421753,0.8374669139236359,0.44036894289065165,0.655367898569475,0.18804767532719216,0.05341162725756067,0.07427971136064737,0.049096951514806315,0.1284847065228364,0.692041346570267,0.09023808847737863,0.0,0.015730115307177682,0.0,0.7481624267696266,0.0,0.11041610490555366,0.0,0.0,0.13661161561649854,0
26,0.37084959078486224,0.5520760238170623,0.22374584638498202,0.8351960602699791,0.45036079123135236,0.6568823165642397,0.18671364524767167,0.050775047879212144,0.08243245340314725,0.04113627163484348,0.131723396827239,0.6962742797410086,0.08839416435727156,0.0,0.016624645667125043,0.0,0.7577025115180055,0.0,0.09580728796058999,0.0,0.0,0.1611482090129725,0
27,0.3660332482902944,0.5560207098126412,0.22245196839522371,0.8380982414789393,0.46067298568174087,0.6548175412257828,0.18470400739872883,0.04834804132556565,0.07007333822506887,0.037914675987494165,0.11636605265802812,0.6938393762144509,0.09743273334731328,0.0,0.013467908222281699,0.0,0.7606915378754671,0.0,0.09684152974559897,0.0,0.0,0.15331943012278298,0
28,0.36101868118057734,0.5577807562351227,0.22463754794066992,0.8360839119491116,0.4500819156227325,0.6564053454076376,0.190893547030013,0.04766850934874216,0.08270782956352726,0.04576364591850271,0.132540705914322,0.6949674523482802,0.09493017944611237,0.0,0.013243398846023489,0.0,0.7574138871766743,0.0,0.1097565024457191,0.0,0.0,0.15565657985532588,0
29,0.3603546447563572,0.5575236626267434,0.2225817890662036,0.8390305830584966,0.4557247594060476,0.6551779796319793,0.18258008698713854,0.05059105965017908,0.07728489392624996,0.04143651769777181,0.12057742490547234,0.69415234417424,0.09318615733465901,0.0,0.013302440359134622,0.0,0.7628823788307894,0.0,0.08636377163890248,0.0,0.0,0.1567635946568095,0
30,0.359871553252725,0.5729333477914333,0.22327740278107563,0.8323278812894362,0.4517318863858859,0.6532167285713476,0.18547812672079023,0.05327028274822964,0.08437084253653994,0.04439102035090274,0.1287407008032643,0.6936059063515366,0.0900817857006253,0.0,0.015704164754212695,0.0,0.7437074552976832,0.0,0.11066582895846457,0.0,0.0,0.1549780423715144,0
31,0.35944787666827693,0.5955942750275135,0.21832512289809625,0.8260654916984578,0.4478770250675423,0.6485132455195854,0.18349086917574328,0.04686290658498957,0.07134918163311287,0.034007010171971115,0.12389674547165073,0.6925233628149176,0.08908170587648834,0.0,0.015370524681312031,0.0,0.7233222311914773,0.0,0.08721124683245476,0.0,0.0,0.1586057883441278,0
32,0.3590255531894059,0.5757965356111526,0.22409998227588052,0.830706077337878,0.46325437637501526,0.6538372213399453,0.1881056139572635,0.04853286758029161,0.08098879255549071,0.04508689158877821,0.12428458283967461,0.6929743822032112,0.09566578120981548,0.0,0.015025859217575762,0.0,0.7439304258784046,0.0,0.10856604374710348,0.0,0.0,0.16694074741127846,0
33,0.3586080473511159,0.5709315291047097,0.22209193065260283,0.8322639084604754,0.44294481124228796,0.6494581321347517,0.1870836479845597,0.04714695248172685,0.08670321784736806,0.03511243575726029,0.12726579482008668,0.6922610194264931,0.0917128641343016,0.0,0.018402133171959677,0.0,0.7479515029691866,0.0,0.11105454536068561,0.0,0.0,0.15038571660830816,0
34,0.35821048172832537,0.5689955987930297,0.2218257539667753,0.8330349347387661,0.4574221570727156,0.6549309963868538,0.18519754334607053,0.046474512706024505,0.07444975371297527,0.04564829979672616,0.11667436874370375,0.6925343279210774,0.09393768344461666,0.0,0.014342419912580031,0.0,0.7485825778626914,0.0,0.1010358614720084,0.0,0.0,0.15042388825192302,0
35,0.3578018262331225,0.5710680999457837,0.22061720626213532,0.8314500148999381,0.453508251826742,0.648169105473081,0.18721601210441427,0.04302373522571031,0.07680416532138058,0.03544876128497308,0.12656527712370658,0.6943049436397163,0.09028186726390601,0.0,0.017510653721050776,0.0,0.744646676226822,0.0,0.08984616837604022,0.0,0.0,0.1529512864930866,0
36,0.35739602487628197,0.5610561388731002,0.22276305133629115,0.834409712981624,0.447165109302446,0.6551703870751706,0.1870619067735649,0.041807430174296716,0.0739766688703416,0.050863723942488115,0.13246288153239272,0.6926822782020216,0.09430459287201952,0.0,0.018246720227497723,0.0,0.7499569689803876,0.0,0.1071760934855556,0.0,0.0,0.14721350096972305,0
37,0.35699988146789935,0.5707689318060875,0.2222807482454806,0.8337174448563504,0.4463560334351398,0.6496466705849171,0.18823743234088747,0.052961654267455145,0.08403594328419675,0.032467377847645786,0.1256305640622063,0.6928054973410759,0.0882209670754206,0.0,0.018645640176599,0.0,0.7578141813056187,0.0,0.10488326882671337,0.0,0.0,0.14791154125990894,0
38,0.3565971341153153,0.5661916229128837,0.22435914356870104,0.8339032776761377,0.45292121360700244,0.6534545750484748,0.18479362202701613,0.04698888467596941,0.08797025818762189,0.03715534261045866,0.1266302033664755,0.6946139665357685,0.09108773534355596,0.0,0.02318654684077088,0.0,0.755794467221885,0.0,0.10482384133602864,0.0,0.0,0.16949979332815002,0
39,0.35621422726316615,0.5616443482637405,0.22358729832501312,0.8375836585405407,0.4473331392533399,0.6568405393881046,0.1863025617373817,0.048310574285697315,0.07441538428636116,0.04089529115732668,0.12521027510787755,0.6921599925454652,0.09022835568671084,0.0,0.017353506807295298,0.0,0.7594180657148992,0.0,0.1118615555505533,0.0,0.0,0.16024576811369637,0
40,0.35580270045194307,0.5855873582661152,0.22134481861056493,0.827139865619752,0.44538422295350766,0.6511671490606532,0.18288089843949504,0.04607921496940115,0.07799843540031651,0.035508050264478626,0.129443725852315,0.6916602951892499,0.09203409984023432,0.0,0.01904075879261411,0.0,0.7336800425371882,0.0,0.1177904064632877,0.0,0.0,0.15574438821823872,0
41,0.35542293070995506,0.6011086359024048,0.22016509569515638,0.8257248666798781,0.44666381810004363,0.6522432036297852,0.18834657518328426,0.04438797046988478,0.07299288581905883,0.03772016495986074,0.12792796851305868,0.6901233772400247,0.08844155815660591,0.0,0.013842551760332696,0.0,0.7234797879339239,0.0,0.11644890630786554,0.0,0.0,0.15479318345436674,0
42,0.35504366214285377,0.5772616237401962,0.2215005800919383,0.831602696174594,0.446158598005394,0.6497770353722031,0.18994382515484182,0.04854077342854047,0.081852587517001,0.03995552417468358,0.12254643672355234,0.6943553844143592,0.09405220993551766,0.0,0.01505813509004503,0.0,0.7389377553585114,0.0,0.10439440105904688,0.0,0.0,0.15133565933853904,0
43,0.3546598925109671,0.5654452387094497,0.22360753470193973,0.8355689316445519,0.4515162225289683,0.6538582305180397,0.18613541470714326,0.0499092812163884,0.08323543214882577,0.041573415719557034,0.12934031713808497,0.6966184124430722,0.09659551199463876,0.0,0.01618833941331054,0.0,0.7530078567098663,0.0,0.09862157282658557,0.0,0.0,0.15637422032782003,0
44,0.3542690601569264,0.5751238236129284,0.22223961734200598,0.8321423225412923,0.44426740437426415,0.6536624390322385,0.18690956105861772,0.04559135708543798,0.08223139974604739,0.03978114104440579,0.13162965766296425,0.6951152131240464,0.08975429892795925,0.0,0.01592562012938656,0.0,0.7414043948423736,0.0,0.10815278785489864,0.0,0.0,0.1559851320741827,0
45,0.3538762107766977,0.5749187310039997,0.22245360804312334,0.8305129250741193,0.4529877201949797,0.652959650207153,0.1848501593362985,0.04745660957471351,0.08086368350836559,0.040670137401540025,0.13499371744203414,0.6960455193099793,0.0922198864133955,0.0,0.014680847703162352,0.0,0.7377714820022162,0.0,0.10417831844850971,0.0,0.0,0.1564278962028776,0
46,0.353495258936862,0.5620252870619297,0.2241870681919203,0.8367738668725778,0.4541147976142262,0.6569280820146427,0.18810740686007305,0.044000728955454003,0.07919484304858912,0.04351855936622464,0.12660366014292296,0.693929441850541,0.09351272644277901,0.0,0.017170199585924518,0.0,0.7578589628930845,0.0,0.1038844029303248,0.0,0.0,0.1639566170691199,0
47,0.35311137420790534,0.5829077984094619,0.22121294975673947,0.8293885665620921,0.4427729445767193,0.6500500528606862,0.18566549147607878,0.04860096440220042,0.07868517332076572,0.03810648690210795,0.13358074140659937,0.6937591881203614,0.09478374637460876,0.0,0.016736455119913507,0.0,0.7385794525106646,0.0,0.10800873778897785,0.0,0.0,0.14432804395627177,0
48,0.3527251416670174,0.581008485943079,0.2198691445672105,0.8321649537776339,0.4534175885717784,0.6518901214024743,0.18488151367799563,0.04535521822085869,0.06742759108432678,0.03957982218508319,0.11977000938754595,0.6942437068077556,0.09210548521206921,0.0,0.013364715935670821,0.0,0.7353451656872394,0.0,0.0960943873787134,0.0,0.0,0.15187346744785474,0
49,0.3523470788943667,0.5648331905007362,0.22452898764691812,0.834869985997489,0.4433353160185668,0.6561288405217953,0.1885359320306699,0.04384222091026034,0.08464412315355913,0.04730143584955034,0.1353768538308281,0.6929849584048311,0.10090811702046358,0.0,0.017559971528313314,0.0,0.7480097449151191,0.0,0.12084089626867214,0.0,0.0,0.15171236884132433,0
50,0.3519517889944445,0.5713846223056316,0.22342479069282214,0.8334377934218743,0.4429190630463718,0.653507738091768,0.18684632052968816,0.046337748159635345,0.0842479607186002,0.039191866421989664,0.1331982591296615,0.6970527781342885,0.095537097787352,0.0,0.021317625350947722,0.0,0.753622111503552,0.0,0.1021709627986207,0.0,0.0,0.15568369806927188,0
