epoch,train_loss,val_loss,val_iou,val_pixel_error,val_rand_error,val_dice_coeff
1,0.6449799840648969,0.4723773683820452,0.7152328307991636,0.04382222999585406,0.25640565696616796,0.8217748261209744
2,0.4403696400423845,0.3966813215187618,0.7536294843076778,0.04510487924958542,0.2319626499252497,0.8467193752972048
3,0.38773909931381545,0.3395969590970448,0.7724825290097136,0.03363391376451079,0.20226970698642843,0.8605721761931234
4,0.3652834579348564,0.3080658231462751,0.7946724325653362,0.029172172989220573,0.17755111436917603,0.8780801180583327
5,0.3491432942450047,0.3139619848557881,0.7313159693516024,0.03567125310945276,0.23428952425341737,0.8278334229739744
6,0.32354447096586225,0.3222405378307615,0.6104580022787519,0.068395004145937,0.3732369539118185,0.7259726800135712
7,0.3294657910863558,0.30620657971927095,0.8009946899007288,0.0308499818615257,0.17453967683963403,0.8850430045554887
8,0.30262414875129856,0.2842059071574892,0.8061236836966366,0.028041757359038147,0.16862735599646908,0.8859519896222584
9,0.30374468366305035,0.2801987273352487,0.7905087541356242,0.028840174129353236,0.18094654729292617,0.8742551963720748
10,0.2919304432968299,0.308875384075301,0.773519765020814,0.035195118159203974,0.19815004659270094,0.8677667352690626
11,0.2905282907187939,0.2811697742768696,0.5745186577429237,0.09584564158374793,0.4272179525045467,0.685684810823469
12,0.28152569495141505,0.2842352603163038,0.6776231986703728,0.07253446310116085,0.304005968843369,0.7732114231408532
13,0.26956429419418176,0.2641670959336417,0.8145095451935621,0.025973647388059695,0.15958069602639796,0.8911724473113445
14,0.2684396212299665,0.2616328299045563,0.7928990019131049,0.028159981343283583,0.17860809276150316,0.8749032509860708
15,0.2647462643682957,0.26398657475199017,0.7871224672682435,0.02891629094112771,0.1841930595309277,0.8701078455839584
16,0.26386452416578926,0.263172801051821,0.7845596607460474,0.029141402363184066,0.18592754145587978,0.8688803840039382
17,0.2582476067046324,0.2566968670913151,0.8210222374536194,0.0251962842039801,0.1533355298082967,0.8961332004461715
18,0.26265062143405277,0.2643438960824694,0.7919138673749383,0.028394809805140947,0.17823246855145158,0.8759103764348956
19,0.2617494845141967,0.26152515198503223,0.7949395343332064,0.02830087842039802,0.1777861707794764,0.8760095318751548
20,0.2616349596530199,0.2581909256322043,0.7963042145323852,0.027669270833333336,0.17539109592527952,0.877388924805086
21,0.2570297408849001,0.2570756035191672,0.7975717856518819,0.027249818615257056,0.17369684049851072,0.8783493460114322
22,0.25425694646934666,0.257536809359278,0.8117452898447088,0.02593154021558872,0.16128679389126968,0.8890645299384843
23,0.2567313718299071,0.25772964528628756,0.7950052262212448,0.027782636297678263,0.1766985740879681,0.8762275665553648
24,0.2564517049739758,0.2605109065771103,0.8037048307799056,0.026940492848258713,0.16903052319455514,0.8828264528246068
25,0.256592641895016,0.25874977878161837,0.7994132261891113,0.027180179830016582,0.1728811771858173,0.8790468938315092
26,0.25546643510460854,0.2584299147129059,0.7964485281819382,0.02757371994195688,0.17555524200376346,0.876881494450925
27,0.2554513841867447,0.2592920405524118,0.809001324043494,0.02630564624792704,0.16428332339752252,0.886603218405994
28,0.2565718714147806,0.2581987466130938,0.796350250161546,0.027729192578772804,0.17566897725194774,0.8770852275748751
29,0.2569782057156165,0.2597622573375702,0.7969591224069716,0.027738909618573806,0.17569666245857615,0.8769878923003354
30,0.250631806999445,0.2562296284096582,0.8020838781337465,0.026587440402155903,0.16985063605855466,0.8810855612825992
31,0.25364604170123733,0.2554631680250168,0.7977134015863272,0.02694697087479271,0.17382507851622192,0.8773941388770715
32,0.25425208086768786,0.2578536250761577,0.7960677077389774,0.02743930089137645,0.17551806183154847,0.8765816332688973
33,0.2511142489810785,0.2550745819296156,0.802185951027886,0.02674939106550581,0.17036803326196637,0.8809827317052813
34,0.25143765037258464,0.2569075439657484,0.8000888058335457,0.026668415733830848,0.17177552138915664,0.8791029711267841
35,0.254214833676815,0.25888027250766754,0.7915656218875706,0.028216664075456054,0.18018051534276913,0.8730592727661133
36,0.25192888466020424,0.255983972123691,0.7984266556905868,0.027120258084577114,0.1736282467339596,0.8779829108892981
37,0.24944782741367816,0.2587098181247711,0.7955740160899576,0.02745387645107795,0.17563552115446843,0.8765597717085881
38,0.25162607853611313,0.257801673242024,0.8122545036499925,0.02569995076699835,0.16194478550047264,0.8877177745548647
39,0.2510361729810635,0.25989210179873873,0.7885594545111085,0.028330029539801,0.18181495377478418,0.8718381746491389
40,0.24968088778356712,0.2561279045683997,0.7847938271401752,0.028283063847429513,0.18408074364315308,0.8692526986349874
41,0.25087326591213543,0.25671337970665525,0.7837109567150713,0.028373756218905477,0.18503574458624333,0.8685491894608113
42,0.2486774714042743,0.25902415812015533,0.7904686349060617,0.02797373808043119,0.18015956403280756,0.8728408911334935
43,0.2500150591135025,0.2559346173490797,0.7974301089764331,0.026912961235489218,0.1738240323020584,0.877404914863074
44,0.2485220885525147,0.25235807257039206,0.7816785230263945,0.028116254664179104,0.185611400826218,0.8673257551976105
45,0.24869453782836595,0.26128362332071575,0.7979847065136789,0.027578578461857378,0.17387733914396838,0.8789831035172762
46,0.24635529319445293,0.2545088231563568,0.8060461195829846,0.025882955016583737,0.16611220487848727,0.883632634113084
47,0.24657996135453383,0.25289760317121235,0.7759539723429167,0.028713852611940285,0.19161487360416068,0.8619471130086415
48,0.2467768445611,0.25712723817144123,0.7759214884266324,0.02885151067578772,0.19206780883663924,0.8616875427872387
