epoch,train_loss,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall
1,122716.88525927198,0.3153041660785675,0.1100054208534829,0.0,0.0,0.17405466437956274,0.0,0.6472954164359818,0.0002440504652545008,0.0,0.0,0.0,0.047289917743784195,0.047914786275121364,0.0,0.0,0.0,0.0,0.0,0.0,0.7258846132148304,0.0,0.10682936776335081,0.0,0.9106793906009306,0.0,0.0,0.0,0.0,0.859981260432636,0.0,0.0,0.0,0.0,0.0
2,41725.44082675137,0.15944970548152923,0.19565160946231114,0.0,0.0,0.4099592546566086,0.0,0.8173660837294735,0.19527992756308832,0.0,0.0,0.0,0.6494413806854067,0.5018767827057468,0.0,0.0,0.0,0.0,0.0,0.0761722624561699,0.8023919261826651,0.0,0.5490043474184887,0.0,0.9242003713741722,0.0,0.0,0.023870570471713533,0.0,0.8935720058815196,0.0,0.0,0.0,4.3421624031584344e-05,0.4176731680448709
3,29842.622961023353,0.2701984718441963,0.1566358574178511,0.0,0.0,0.29108237288103544,0.0,0.6709507770125201,0.21062446649785463,0.0,0.0,0.0,0.5263939237066398,0.21864732037954182,0.0,0.0,0.0,0.06833791934079367,0.0,0.045885765257979425,0.44045807777580415,0.0,0.31588961204380805,0.0,0.931908778337138,0.0,0.0,0.1489556138145588,0.0,0.8527119976259568,0.0,0.0,0.0,0.0030390097618157655,0.28746180293578927
4,22450.978665865383,0.13205937668681145,0.23223959312209694,0.0,0.0,0.5823288822014784,0.0,0.7830103853347304,0.2484740799610393,0.0,0.0,0.00012588116849416206,0.6538308729083344,0.5556079354839792,0.0,0.0,0.0,0.30380370241000126,0.0,0.1159754427208525,0.7574338008050485,0.0,0.5943326258800051,0.0,0.9397854780995555,0.0,0.0,0.2999678383917157,0.0,0.8927441564398094,0.05987124975073267,0.0,0.0,0.011950603433370755,0.6324240449179535
5,18237.66148695055,0.07442297451198102,0.2760638502014824,0.0,0.0,0.6537297338307333,0.0,0.8929618277243152,0.36517230167114145,0.0,0.036659142238501065,0.022079216806941575,0.7440749994458923,0.6255679167906318,0.0,0.0,0.0,0.37011552052536273,0.0,0.260229710550395,0.9167237665103188,0.0,0.7901452954537393,0.0,0.9379930651211688,0.0,0.0,0.32022638915086926,0.0,0.9203650080277102,0.15946693781514992,0.0,0.0,0.1496759126103291,0.668856462174235
6,15002.226482014079,0.0973897386342287,0.28639813017220783,0.0,0.0,0.6914194359332377,0.0,0.8822841907294443,0.36223798943944396,0.0,0.06602291128425938,0.044074864239718466,0.7693218149694717,0.6132238784143386,0.0,0.031080561734649393,0.0,0.39663788601308875,0.0,0.2960007891949165,0.8084541003108164,0.0,0.6653884698274799,0.0,0.9452075530308504,0.0,0.0,0.5821217251114644,0.0,0.9214077645889297,0.20055345793090457,0.0,0.0,0.18448124117610204,0.7048215315815345
7,12836.336028717376,0.06504982784390449,0.2861174561578483,0.0,0.0,0.6874634822970401,0.0,0.9239690083654294,0.3937311307140675,0.0,0.07777202861071207,0.0893611845863454,0.7568322838328112,0.6040314776369178,0.0,0.0032558986487421634,0.0,0.23270526083109183,0.0,0.22770463160212412,0.9277483908333108,0.0,0.8443030757275484,0.003755411291820103,0.9452379988608725,0.0,0.0,0.625101414976534,0.0,0.9214210793889992,0.2788217568801764,0.0,0.0,0.09721780070179484,0.5153252812648083
8,11591.053544599932,0.10240273959934712,0.2929400747970798,0.0,0.0,0.7030829114280192,0.0,0.8097138852506592,0.41045109137884966,0.0,0.08861685676777346,0.07044663638834697,0.754701166364915,0.4504206322149593,0.0,0.25563685644629525,0.0,0.424439504068103,0.0,0.26820442228420605,0.8555731964209489,0.0,0.6591015377467452,0.17159867022875058,0.9352378099127746,0.0,0.0,0.6201093849771737,0.0,0.9281015985056704,0.2580199441166672,0.0,0.0,0.1353197967319127,0.5753064922737836
9,10625.365255837913,0.1582980550825596,0.2593355961188589,0.0,0.0,0.6733055483046495,0.0,0.6608237604540005,0.3707489160984713,0.0,0.1776907284298223,0.09654848935205315,0.7152009239662608,0.5008546403934004,0.0,0.00010970927103515782,0.0,0.38748471184613265,0.0,0.07826480454695889,0.8676267486604191,0.0,0.7178212773074184,0.0,0.9401141619520994,0.0,0.0,0.19107013281414648,0.0,0.9126653509549714,0.22950038946912224,0.0,0.0,0.2233707777526288,0.5555380042298955
10,9469.080652257899,0.043623315170407295,0.36124011863397343,0.0,0.0,0.8281859840190616,0.0,0.9258595239608922,0.3979600891715144,0.0,0.4375665423285988,0.14514854702712876,0.8202222908542354,0.6476453493456324,0.0,0.3295676474447841,0.0,0.4858933413552056,0.0,0.39099953399101234,0.9328725123214732,0.0,0.8390978941460805,0.3183740087211549,0.9479029952994095,0.0,0.0,0.7331236386874564,0.0,0.9340606915311171,0.41565208703615564,0.0,0.0,0.30554130515555855,0.7240098138906802
11,8731.410279661744,0.3374010562896729,0.2099016206761129,0.0,0.0,0.31599154284475,0.0,0.46553750171802283,0.2835556939118527,0.0,0.1570179353891501,0.11861509669777652,0.7160162521206324,0.1757573535907115,0.0,8.302200117485265e-05,0.0,0.2764173930126353,0.0,0.038306234084036314,0.6762499318063242,0.0,0.39290104000826986,0.020583239578285437,0.9462239859811523,0.0,0.0,0.37985779200952824,0.0,0.9208300096994628,0.31782256972847145,0.0,0.0,0.15439832730959574,0.3606869401437796
