epoch,train_loss,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall
1,0.48757382948974987,0.7126967072486877,0.0767490416969249,0.0,0.0,0.0,0.0,0.38181008396984983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364869702452566,0.0,0.41224475286650436,0.0,0.6442307838097514,0.0,0.0,0.0,0.0,0.3811967434102347,0.0,0.0,0.0,0.0,0.0
2,0.2451717401598836,0.312345552444458,0.1348479582084708,0.0,0.0,0.22755168999835934,0.0,0.6776548397533555,0.0,0.0,0.0,0.0,0.5632855569217983,0.21566806954116746,0.0,0.0,0.0,0.0,0.0,0.0,0.695217596672664,0.0,0.16081272736209853,0.0,0.9321446399355132,0.0,0.0,0.0,0.0,0.8427995424861073,0.0,0.0,0.0,0.0,0.0
3,0.1636860199518256,0.18694933205842973,0.17086445485972956,0.0,0.0,0.47081871412335935,0.0,0.7986796131042114,0.18188522326561568,0.0,0.0,0.0,0.37686817825972935,0.4399163040900433,0.0,0.0,0.0,0.0,0.0,0.0,0.7657965521515228,0.0,0.6258324816523574,0.0,0.9297760035470709,0.0,0.0,0.0,0.0,0.746772785634539,0.0,0.0,0.0,0.0,0.13131669968289672
4,0.1279924254004772,0.16990662962198258,0.1772062841046071,0.0,0.0,0.4999113331329377,0.0,0.8084789862931547,0.03590299761026175,0.0,0.0,0.0,0.3752408070919695,0.5575620168457563,0.0,0.0,0.0,0.0,0.0,6.773488286009928e-05,0.9037062417441687,0.0,0.7258941295739012,0.0,0.7569403869277779,0.0,0.0,0.0,0.0,0.6988283420688839,0.0,0.0,0.0,0.0,0.30806811517575533
5,0.1095695055939339,0.1030614659190178,0.21503004556514008,0.0,0.0,0.49928104954305513,0.0,0.8949972366758354,0.21099943485807238,0.0,0.0,0.0,0.636362587438383,0.5992507461859103,0.0,0.0,0.0,0.028012936433695467,0.0,0.10563400406173602,0.8949836457412317,0.0,0.7406154827407051,0.0,0.9326165505863244,0.0,0.0,0.0,0.0,0.9142411426056143,0.0,0.0,0.0,5.757692442841826e-05,0.4239090642894917
6,0.08891869979081574,0.09725358709692955,0.23496834696496788,0.0,0.0,0.6000161980100065,0.0,0.862024953806263,0.15355697381556072,0.0,0.0,0.0002940966699385327,0.7494291087147656,0.642348909746062,0.0,0.0,0.0,0.1280151000537403,0.0,0.18929052962498585,0.9263778852167442,0.0,0.8108656544026855,0.0,0.9434973727132544,0.0,0.0,0.00018190086444270319,0.0,0.9269476620738463,0.0,0.0,0.0,0.003519853582150802,0.582620903584526
7,0.07580907810684089,0.07733208350837231,0.251639530694321,0.0,0.0,0.6941990995796467,0.0,0.9077785919694348,0.3446726744748599,0.0,0.0,0.0019204263647314794,0.793064982826302,0.6384824196209793,0.0,0.0,0.0,0.27858566752942615,0.0,0.26166135077204405,0.8989162553810817,0.0,0.7246257604009163,0.0,0.9404996604664815,0.0,0.0,0.003717841958769961,0.0,0.927874410754138,0.0,0.0,0.0,0.06256316609133433,0.5739026740281258
8,0.06502393710907999,0.07361971959471703,0.2651068627636217,0.0,0.0,0.7460145367493138,0.0,0.8955063930274825,0.20057156068259469,0.0,0.0,0.012541180731050325,0.8016731869986812,0.6720412090175313,0.0,0.0,0.0,0.32152057087452673,0.0,0.30024339442672077,0.9352118528918011,0.0,0.8332305032734173,0.0,0.938870371857768,0.0,0.0,0.10383782207304101,0.0,0.9300156020749244,0.0,0.0,0.0,0.13877295483874577,0.6533684689182966
9,0.05667090628828321,0.061055684089660646,0.28428141746834606,0.0,0.0,0.7545927095547259,0.0,0.9081769013444368,0.36281122482658784,0.0,0.0,0.05711604105809517,0.8179534339329398,0.6499253929626971,0.0,0.0,0.0,0.36914894559493194,0.0,0.32536697159233935,0.943380572590609,0.0,0.8503540721163565,0.0,0.9461458630410364,0.0,0.0,0.22015183799931473,0.0,0.9332126489816629,0.16734033130803816,0.0,0.0,0.10968050979666935,0.6816479022866335
10,0.05099899293138431,0.0587684515863657,0.2980498776590018,0.0,0.0,0.8195076405070099,0.0,0.9318359083553329,0.32819457181056366,0.0,0.0,0.026272414130399928,0.814779074985511,0.6671758992066829,0.0,0.0,0.0,0.4331876439436345,0.0,0.4000409387605163,0.905091873558359,0.0,0.7639628657901396,0.0,0.9460219536017773,0.0,0.0,0.40333247849852655,0.0,0.9362770608137149,0.32434183672638006,0.0,0.0,0.1834628911550258,0.6541110332444834
