epoch,train_loss,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall
1,0.8206874774052546,0.737772387266159,0.10459727398454743,0.0,0.0,0.0,0.0,0.6711542161559741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7080764084967659,0.0,0.1693996075085697,0.0,0.9270591331145793,0.0,0.0,0.0,0.0,0.8714234022296287,0.0,0.0,0.0,0.0,0.0
2,0.5024291879528171,0.27164208292961123,0.10973513690062142,0.0,0.0,0.0,0.0,0.6767160625885329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7305488494955258,0.0,0.32399955738063624,0.0,0.9306004362080914,0.0,0.0,0.0,0.0,0.849659475147099,0.0,0.0,0.0,0.0,0.0
3,0.1437215425155975,0.18895227909088136,0.15075436876766166,0.0,0.0,0.2694882503600727,0.0,0.6467662851248346,0.0,0.0,0.0,0.0,0.2393560234745617,0.5006769373035604,0.0,0.0,0.0,0.0,0.0,0.0,0.8155580241569684,0.0,0.5661046950478452,0.0,0.929118723169714,0.0,0.0,0.0,0.0,0.857070861927617,0.0,0.0,0.0,0.0,0.0
4,0.09129282864895495,0.11096649765968322,0.1775129821197142,0.0,0.0,0.5218979055431244,0.0,0.8813581420170639,0.0,0.0,0.0,0.0,0.42586299378596115,0.4527328152513321,0.0,0.0,0.0,0.0,0.0,0.0,0.8552956673176275,0.0,0.7328462295331781,0.0,0.9318551545811606,0.0,0.0,0.0,0.0,0.8785665198014069,0.0,0.0,0.0,0.0,0.0
5,0.07602345157455612,0.08758864402770997,0.19111300231791237,0.0,0.0,0.6699423628453356,0.0,0.8729578691874826,0.0,0.0,0.0,0.0,0.4219615682822915,0.6266419683685337,0.0,0.0,0.0,0.0,0.0,0.0,0.9034620262132226,0.0,0.8093893593157441,0.0,0.89709035158716,0.0,0.0,0.0,0.0,0.9141705683734258,0.0,0.0,0.0,0.0,0.0
6,0.06708658789540385,0.09332794547080994,0.21280546941104825,0.0,0.0,0.7058658024349149,0.0,0.9181974051893261,0.0,0.0,0.0,0.0,0.7746420901161508,0.6547672845432048,0.0,0.0,0.0,0.0,0.0,0.03079764688164301,0.8596517193504407,0.0,0.7165553304982553,0.0,0.9418235539389638,0.0,0.0,0.0,0.0,0.9152716721567453,0.0,0.0,0.0,0.0,0.2922025160438998
7,0.05859882752973955,0.07639246582984924,0.23565532472077125,0.0,0.0,0.7278774662919255,0.0,0.900549884931865,0.2442485263108331,0.0,0.0,0.0,0.8076178140965492,0.6638540981608887,0.0,0.0,0.0,0.0,0.0,0.03029382751449458,0.9129631897389567,0.0,0.8082770327752711,0.0,0.9414426160486155,0.0,0.0,0.0,0.0,0.9177679284605187,0.0,0.0,0.0,0.0,0.5860780067347611
8,0.05229598021769261,0.059817731380462646,0.24531131842379383,0.0,0.0,0.8003481017877873,0.0,0.9301973964661621,0.342445170139275,0.0,0.0,0.0,0.8024869233294769,0.6653785857907295,0.0,0.0,0.0,0.0,0.0,0.0,0.9356524343858175,0.0,0.8608692883744388,0.0,0.9436221553224836,0.0,0.0,0.0,0.0,0.9196931518377983,0.0,0.0,0.0,0.0,0.6492689821274349
9,0.04857237522418682,0.06039918065071106,0.24764179632650266,0.0,0.0,0.7571396483152626,0.0,0.92943365451425,0.43183487430004097,0.0,0.0,0.0,0.7830296788838285,0.6495050539478301,0.0,0.0,0.0,0.004382936260539143,0.0,0.14194456219037327,0.9222904413961827,0.0,0.8339986380741398,0.0,0.9326188281957309,0.0,0.0,0.0037553143741469374,0.0,0.9141447609077167,0.0,0.0,0.0,0.0,0.620459091088044
10,0.045378453783936554,0.06019316911697388,0.27076628879757586,0.0,0.0,0.8566046402422028,0.0,0.9334371418220856,0.4752713772303695,0.0,0.0,0.0,0.7917002749874752,0.6807429219041179,0.0,0.0,0.0,0.042906003966086535,0.0,0.3647859024686472,0.9204638869046194,0.0,0.8325257806333919,0.0,0.9390144015143267,0.0,0.0,0.28233116416053483,0.0,0.9220129570523987,0.0,0.0,0.0,0.0,0.6227247886361725
