epoch,train_loss,train_loss_0,train_loss_1,train_loss_2,train_loss_3,train_loss_4,train_loss_5,train_loss_6,train_loss_7,train_loss_8,train_loss_9,train_loss_10,train_loss_11,train_loss_12,train_loss_13,train_loss_14,train_loss_15,train_loss_16,train_loss_17,train_loss_18,train_loss_19,train_loss_20,train_loss_21,train_loss_22,train_loss_23,train_loss_24,train_loss_25,train_loss_26,train_loss_27,train_loss_28,train_loss_29,train_loss_30,train_loss_31,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall
14,0.10573474563412615,0.0,4.2216575145440665,0.13112664279912856,0.0,0.048712140717924256,0.18181958064342504,2.2135849194209256,1.5718569841783079,1.029362579496555,0.15646660407245624,0.45887881980317113,0.03554884156027993,0.7944647225437632,0.0,0.4957754992818566,0.0,0.4191309748921159,0.04519688282181403,0.0,0.08581213397532314,2.837708059112298,0.06169762559730994,0.0,0.0,0.2673236708823969,0.0,0.061504370543382585,0.39229763574003274,0.0,0.8475146395109036,1.7000258619233448,0.32870487879709326,0.13385634049773215,0.40153584938414066,0.0,0.0,0.882901977559488,0.0,0.9662588727600807,0.5569747139095629,0.0,0.40717001215104504,0.4206673711019581,0.8509488300752188,0.713667003824783,0.0,0.4838150854376296,0.0,0.6020137431165324,0.0,0.6825322918390503,0.9530915020941837,0.0,0.8981469165741711,0.0,0.9520967818912828,0.0,0.0,0.7894255684017807,0.0,0.9499832718647483,0.5210645101559863,0.0,0.1342943415119477,0.3175705460489891,0.7665238399740636
15,0.10454336553812027,0.0,4.2011725206660335,0.13029531106924983,0.0,0.048046062638275606,0.17440699889761752,2.203889610831619,1.5350257135517371,1.0008860090735898,0.1538523184912909,0.45624349989762014,0.03559174904456505,0.7832116972739936,0.0,0.48933721162093013,0.0,0.41441620310601324,0.04492735574445316,0.0,0.08515269909976862,2.8035771917080297,0.061501135152531854,0.0,0.0,0.2642017898837747,0.0,0.06103886878369971,0.3822728118355285,0.0,0.8290412554836639,1.6869708236771168,0.3250332118557014,0.1333273597061634,0.40312527581388585,0.0,0.0,0.8834853924238393,0.0,0.9664846787669761,0.5597903084642042,0.0,0.42345146504571024,0.4258723088998687,0.8513663454079008,0.714140388541166,0.0,0.48805232211682464,0.0,0.6023005539342866,0.0,0.6827653004478951,0.9531364419111575,0.0,0.8981897894185602,0.0,0.9521462280366559,0.0,0.0,0.7904480560813782,0.0,0.9503546063895408,0.5257920790309186,0.0,0.1448880998274135,0.321408786558123,0.7659356747419265
16,0.10348259804995505,0.0,4.1809741373837825,0.1294193308856216,0.0,0.04745677680081738,0.16949534300764435,2.1978836493865344,1.4975430006937358,0.9759719395261329,0.15147211276448969,0.4538065247281496,0.035661592588319885,0.773582233708967,0.0,0.48359840037745805,0.0,0.41062215359873905,0.04469484566466611,0.0,0.08457195809830387,2.7708184871273245,0.06131332824065765,0.0,0.0,0.2610710981503374,0.0,0.060631824392546066,0.3744467559045733,0.0,0.8096831976806248,1.674868969834191,0.32155072995342204,0.13280138671398162,0.4047273259333989,0.0,0.0,0.8839315362137858,0.0,0.9666341124844549,0.5631946389324651,0.0,0.4376273666688668,0.4311297225358757,0.851897868461845,0.715047954982505,0.0,0.49204944966704367,0.0,0.603571597202928,0.0,0.6837100915850736,0.9532792148098391,0.0,0.8984572632358996,0.0,0.9522039145530107,0.0,0.0,0.7910755636874824,0.0,0.9505565339762153,0.5289210716775162,0.0,0.157282514158977,0.32535051450835545,0.7653535005266262
17,0.10249713570862026,0.0,4.161460888774815,0.12851868944979916,0.0,0.046904276739825064,0.1661380270406304,2.1934468882278084,1.461943337866241,0.9534751526414856,0.1492803584320514,0.4515652740123457,0.03574635694315145,0.764718418444222,0.0,0.47833857090318943,0.0,0.4072374872943299,0.04448592063712993,0.0,0.08402376250629118,2.7382399581090575,0.061149144183518106,0.0,0.0,0.25798120584299566,0.0,0.06024187086423898,0.3682654798364653,0.0,0.7903780133155627,1.6634783279369338,0.31812419499734973,0.13228580877184867,0.4060818695880399,0.0,0.0,0.8842325078531024,0.0,0.9667249152278767,0.5686170540020662,0.0,0.44677151369416085,0.4351548481279261,0.8523650331926322,0.7154473928218164,0.0,0.4964195239015908,0.0,0.60433907645813,0.0,0.6847645618877414,0.953407313758446,0.0,0.898684630667194,0.0,0.9522438569939876,0.0,0.0,0.7922109312312087,0.0,0.9507077313818989,0.5316202015339113,0.0,0.1670067718630774,0.3286285294791166,0.7652734327413917
18,0.10156447432198368,0.0,4.142876562531929,0.12757582429831085,0.0,0.046372014780175386,0.16336634665775462,2.1895254865614917,1.4284673909303633,0.932762493220585,0.14716993844935802,0.44950182742060213,0.03583700054294461,0.7564715857445404,0.0,0.473235563153335,0.0,0.4038612557811757,0.04429620677567155,0.0,0.08350561256823898,2.705313642745711,0.06098250862079487,0.0,0.0,0.25510306498304286,0.0,0.05988358309755068,0.3624767062992441,0.0,0.7714647770637756,1.6523926007503391,0.31494445111967295,0.1317900724709034,0.40696360314091706,0.0,0.0,0.8845588070260471,0.0,0.9667990080851243,0.570107244986564,0.0,0.4490778702498379,0.4384151649048267,0.8528158250868287,0.7157823154568661,0.0,0.4995193631955492,0.0,0.6055424096482717,0.0,0.685702664707547,0.9535130221158445,0.0,0.8988556009654417,0.0,0.9523003858179591,0.0,0.0,0.7925444089709044,0.0,0.9508165580672356,0.533532168218726,0.0,0.17627683109859033,0.33126414565134843,0.7654115062558323
19,0.10067133466293524,0.0,4.125402822684435,0.12670632056701606,0.0,0.045852785169160706,0.16102114049603958,2.18563546547361,1.3960198913669866,0.9137530045602761,0.14522204564030167,0.44759001788564257,0.03592991828918457,0.7487265858323331,0.0,0.4685926989656103,0.0,0.40067311355179586,0.044111693602557164,0.0,0.08303000221768161,2.6731274707838644,0.06083082277315865,0.0,0.0,0.25220126058037245,0.0,0.05952072795891229,0.3566569949378898,0.0,0.7537355601407858,1.641183806662614,0.3117824501112995,0.13134702369570733,0.40778081624263035,0.0,0.0,0.884825628271296,0.0,0.9668272778717661,0.5699398105972595,0.0,0.45524462519614434,0.4411354902884235,0.8527453242479348,0.7160504077956715,0.0,0.5033324104125234,0.0,0.60625930850521,0.0,0.6855108071667243,0.9535950193188703,0.0,0.8990109711674169,0.0,0.9523139757743007,0.0,0.0,0.7927377702963974,0.0,0.9508474267968486,0.5354170892066341,0.0,0.1839064040567458,0.3334616062248489,0.7658247665691535
20,0.09981004124159341,0.0,4.1070865776433205,0.12582531098944047,0.0,0.04535225766202559,0.15918835048510896,2.181196006002334,1.3646250418118455,0.8961768179283914,0.14329452939377063,0.4457341201622114,0.036031094226208364,0.7413217079207205,0.0,0.4638920594396788,0.0,0.39763399134595356,0.043933470785388166,0.0,0.08257898217812049,2.6409621795338785,0.060685129126095264,0.0,0.0,0.2494643358052002,0.0,0.05915950803372924,0.3515075520076526,0.0,0.7366969158205191,1.6303325083202032,0.30879812489691644,0.13092606589198114,0.4087178415148783,0.0,0.0,0.8849842162329562,0.0,0.9668557980034619,0.5706377916287815,0.0,0.4639461108614465,0.4447831478048724,0.8529475405466446,0.7164921497205131,0.0,0.5067145670905908,0.0,0.6072087671857902,0.0,0.6854604143781505,0.9537138079665217,0.0,0.8992098547917085,0.0,0.9523547645526257,0.0,0.0,0.7927487762584564,0.0,0.9509287305808225,0.5380351107814866,0.0,0.19077891778864842,0.33507941821313036,0.7660910440894974
21,0.09897385885591035,0.0,4.088971360778971,0.12498486888393644,0.0,0.04486443957659758,0.15743499475166817,2.1767030504389093,1.335082051496629,0.8796992857520097,0.14145648723798154,0.4439588911223538,0.03615487276852786,0.7340434349835465,0.0,0.4591874362137205,0.0,0.3947795693196596,0.0437645841238781,0.0,0.08213937823682094,2.6081704699651067,0.06053336729722174,0.0,0.0,0.24666266698979045,0.0,0.058813514938645284,0.34664183965788936,0.0,0.7202786628669516,1.619461874893853,0.30587107241023026,0.13051763400435448,0.4095620993175503,0.0,0.0,0.8851857728049991,0.0,0.9668906127941144,0.570601760103229,0.0,0.4736420936114091,0.4486139827394666,0.8531299648546662,0.7169779705897033,0.0,0.5099067091552516,0.0,0.6081974384210873,0.0,0.6851782539804204,0.9538277414575104,0.0,0.8993888051431783,0.0,0.9524128691988288,0.0,0.0,0.7929052629807385,0.0,0.9509636471230929,0.5394346025605626,0.0,0.1962015652073793,0.3369166362758383,0.765611489160132
22,0.09816100804524107,0.0,4.0701774221431535,0.12417887755614701,0.0,0.04437969358464339,0.15557801195753268,2.1719904221814446,1.307181116773653,0.8640329668721043,0.13966076962953916,0.44223650928144026,0.036293160784375535,0.7272865100176784,0.0,0.4546261025948747,0.0,0.39183272630831995,0.04359802001583272,0.0,0.081715033539164,2.5754742728845,0.06039987242977872,0.0,0.0,0.24398611230513875,0.0,0.05846640114926963,0.3418348688273529,0.0,0.7046843035587896,1.6088701183394454,0.30308794039558556,0.13012666255235672,0.4102847278640486,0.0,0.0,0.8852517567723698,0.0,0.9668802529303907,0.5720012719902,0.0,0.4811601224868089,0.45117707947331703,0.8533059916343075,0.7174380755859746,0.0,0.5126334889275206,0.0,0.6088507044052045,0.0,0.6854514381509388,0.9539404294917027,0.0,0.899536326057991,0.0,0.9524471049782841,0.0,0.0,0.793218891506673,0.0,0.9509294176583205,0.5413315990879576,0.0,0.20027913068544753,0.3381923625826855,0.765085847243462
23,0.0973673354793381,0.0,4.05082898674067,0.12339725195556513,0.0,0.04391260354190875,0.15410123561618866,2.1662554273449546,1.2794366357347615,0.8495055482735877,0.13793404997347916,0.4405388849321329,0.03642629529093648,0.7202901588326839,0.0,0.450209171650137,0.0,0.388985865377199,0.04343674900325024,0.0,0.08129525831834342,2.5419089271756987,0.06026592248553957,0.0,0.0,0.24155553231504992,0.0,0.05810793426775409,0.33722191836055243,0.0,0.6898275474348298,1.5981820579513526,0.3003317475344311,0.12976840361952782,0.41095591025058137,0.0,0.0,0.8854480040716256,0.0,0.9668580519965827,0.5721691356663497,0.0,0.4890535515267052,0.453504858043973,0.8535591600982496,0.7178365804793112,0.0,0.5160340056236112,0.0,0.6096415471830909,0.0,0.6856998958085614,0.9540728806105075,0.0,0.8996703035422836,0.0,0.9524984353229471,0.0,0.0,0.7926933465250188,0.0,0.9509005945223405,0.5429248534325005,0.0,0.20408729832264277,0.3393209114978927,0.7646157137444065
24,0.0965916080052381,0.0,4.031980861772116,0.12260123049470628,0.0,0.043449245171855264,0.15249606485125403,2.1602820779672935,1.2545508491654997,0.8357530912440743,0.1362178972919148,0.43891689668944134,0.03654181564247215,0.7133893046559002,0.0,0.44575752044672573,0.0,0.3861167821563571,0.04327931487602089,0.0,0.0808994163148147,2.5081869918022117,0.06013058163405647,0.0,0.0,0.23912347814997453,0.0,0.057753363594734666,0.33267158802748614,0.0,0.6755162405744058,1.5877149015986223,0.2976197151221653,0.12941554486751555,0.4115643506527242,0.0,0.0,0.8854730237026249,0.0,0.9668379858260068,0.5736266056784934,0.0,0.49484992953599943,0.45627361719892867,0.8539395157531201,0.7181351297971212,0.0,0.5181004605851209,0.0,0.6101124258002832,0.0,0.686498562529542,0.9541750994398027,0.0,0.8998772489566085,0.0,0.9525780581610233,0.0,0.0,0.7921657331828241,0.0,0.950889121552869,0.5446491410168006,0.0,0.20751398262775353,0.3401041010703232,0.7642594784719308
25,0.09583252254914451,0.0,4.012837274998211,0.12183157062591059,0.0,0.042991878333134094,0.15090881943988943,2.15428481459902,1.2301953033511668,0.8225651665613455,0.1345177625655383,0.4372793555237906,0.03667051975543682,0.7066915029596229,0.0,0.4413211295187894,0.0,0.38319166736245547,0.043120916995725615,0.0,0.08052773389973138,2.4752993193289363,0.06000524189267328,0.0,0.0,0.23685413444166958,0.0,0.05741006090621519,0.32831560540930654,0.0,0.6618386605800166,1.5772502403652293,0.29493012943980407,0.1290999747812748,0.4121317699293443,0.0,0.0,0.8854674143061858,0.0,0.9668226696417227,0.5756200526415454,0.0,0.4989026794054963,0.45876492706842475,0.8541047016461016,0.7184103212782571,0.0,0.5218698534008379,0.0,0.6106528092161061,0.0,0.6867413585739394,0.9542665205056581,0.0,0.9000416962690035,0.0,0.9526148823564295,0.0,0.0,0.7922346954299351,0.0,0.950906267965568,0.5465223620103199,0.0,0.2098097171265662,0.34078390105642326,0.7636798078404976
26,0.09508643688245134,0.0,3.994432269582496,0.12108250390436515,0.0,0.042535524560858816,0.14941219865320318,2.1479611468387367,1.207755700533579,0.8099718224523907,0.1328725022055249,0.4357269080652319,0.03678749157832219,0.7003545903412367,0.0,0.4367656898839143,0.0,0.3801566129336123,0.04296884739718635,0.0,0.08015181195897673,2.44149882412534,0.05988017515454819,0.0,0.0,0.2347094753582683,0.0,0.05706131612510836,0.3242970189578735,0.0,0.6487222893476194,1.5668159097974865,0.292390303270986,0.12881820201873778,0.41239307039826023,0.0,0.0,0.8854997247224862,0.0,0.9667467116294066,0.5753925774817,0.0,0.5004391957433146,0.4607298042539534,0.8541530012863893,0.7186758896249562,0.0,0.5239362205834506,0.0,0.6109854625365584,0.0,0.6865239446136736,0.954349602676983,0.0,0.9002126478337564,0.0,0.9526431146278318,0.0,0.0,0.7924592934164287,0.0,0.9508745901047563,0.5472835448880726,0.0,0.21106471477940994,0.34115367583254014,0.7634545361086599
