epoch,train_loss,train_final_norm_0,train_loss_gd_norm_0,train_final_norm_1,train_loss_gd_norm_1,train_final_norm_2,train_loss_gd_norm_2,train_final_norm_3,train_loss_gd_norm_3,train_final_norm_4,train_loss_gd_norm_4,train_final_norm_5,train_loss_gd_norm_5,train_final_norm_6,train_loss_gd_norm_6,train_final_norm_7,train_loss_gd_norm_7,train_final_norm_8,train_loss_gd_norm_8,train_final_norm_9,train_loss_gd_norm_9,train_final_norm_10,train_loss_gd_norm_10,train_final_norm_11,train_loss_gd_norm_11,train_final_norm_12,train_loss_gd_norm_12,train_final_norm_13,train_loss_gd_norm_13,train_final_norm_14,train_loss_gd_norm_14,train_final_norm_15,train_loss_gd_norm_15,train_final_norm_16,train_loss_gd_norm_16,train_final_norm_17,train_loss_gd_norm_17,train_final_norm_18,train_loss_gd_norm_18,train_final_norm_19,train_loss_gd_norm_19,train_final_norm_20,train_loss_gd_norm_20,train_final_norm_21,train_loss_gd_norm_21,train_final_norm_22,train_loss_gd_norm_22,train_final_norm_23,train_loss_gd_norm_23,train_final_norm_24,train_loss_gd_norm_24,train_final_norm_25,train_loss_gd_norm_25,train_final_norm_26,train_loss_gd_norm_26,train_final_norm_27,train_loss_gd_norm_27,train_final_norm_28,train_loss_gd_norm_28,train_final_norm_29,train_loss_gd_norm_29,train_final_norm_30,train_loss_gd_norm_30,train_final_norm_31,train_loss_gd_norm_31,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall
1,0.0,0.5010574191481203,0.0,0.590982029726217,0.0,0.5560047266247509,0.0,0.5584236815735534,0.0,0.5587230416444632,0.0,0.6133281418255397,0.0,0.5724311104187598,0.0,0.6075180028821086,0.0,0.6102641840557476,0.0,0.5946505102482471,0.0,0.5799213091095725,0.0,0.5969976245701968,0.0,0.5028458283497736,0.0,0.6068833535844154,0.0,0.5214109394576524,0.0,0.5723642602071657,0.0,0.625658216712239,0.0,0.5817825361922547,0.0,0.5421866368461441,0.0,0.5691665142447084,0.0,0.5203002108322395,0.0,0.49281438955893886,0.0,0.5418838518006461,0.0,0.5884164873060289,0.0,0.5688198444607494,0.0,0.5122633779441917,0.0,0.5845221503750309,0.0,0.6019568934545412,0.0,0.537757376393119,0.0,0.586238022688981,0.0,0.4814717972671593,0.0,0.604787269791404,0.0,3.4868334770202636,0.013303137269673216,0.0,0.0003442896310651931,0.059512817309743934,0.0,0.0014120072420158968,0.006880363542019885,4.171881535969469e-05,7.917656436402664e-05,0.005269763214384738,0.0016531487677367055,0.0004999708735925698,0.0,0.0015765441292434276,0.0,0.001405657572294187,0.0,0.0021747261867228022,0.21331266271088442,0.0,0.11541568689508645,0.0,0.0,0.0,0.0,0.003658792743502967,0.0,0.006408472425022506,0.005114608924218806,0.0,0.0009035239687731182,0.0,3.6461113511508754e-05
2,0.0,0.5006064700556325,0.0,0.5904505757185129,0.0,0.5555043679017287,0.0,0.5579208456552945,0.0,0.5582202135861575,0.0,0.6127758484620315,0.0,0.5719158079597976,0.0,0.6069712828803848,0.0,0.6097149102242438,0.0,0.5941152042084998,0.0,0.5793995955488184,0.0,0.5964606076806456,0.0,0.5023932077072479,0.0,0.6063371667495141,0.0,0.5209416426145114,0.0,0.5718494824000767,0.0,0.6250952763871832,0.0,0.5812588052435236,0.0,0.5416987793786185,0.0,0.568654559470795,0.0,0.5198321630666544,0.0,0.49237046398959317,0.0,0.5413963919157511,0.0,0.5878871587606577,0.0,0.5683078654519804,0.0,0.5118028095790318,0.0,0.5839961472448412,0.0,0.6014155824105818,0.0,0.5372734194273477,0.0,0.5857103945134761,0.0,0.48103834508539556,0.0,0.6042430918295305,0.0,3.493881416320801,0.012876130787712575,0.0,0.0001995463052776579,0.05773235233036853,0.0,0.0014835865836755667,0.007291894038038154,3.9416633974838925e-05,7.911392467653422e-05,0.0054419356217831685,0.001814335558174053,0.0004438242165502041,0.0,0.0015970622172520321,0.0,0.00135943897400946,0.0,0.002049642645252912,0.20513284152780814,0.0,0.11222970049825935,0.0,0.0,0.0,0.0,0.0033172444559412657,0.0,0.00569846028448467,0.0051478810113444115,0.0,0.0009420146254125303,0.0,3.589375451892835e-05
3,0.0,0.5001510253974369,0.0,0.5899141332605383,0.0,0.5549989493338616,0.0,0.5574129741270464,0.0,0.5577119994949509,0.0,0.6122180806411491,0.0,0.5713954613758967,0.0,0.6064188886474777,0.0,0.6091602569098001,0.0,0.593574468251113,0.0,0.57887262236941,0.0,0.5959183351024167,0.0,0.5019359123575818,0.0,0.6057856102566143,0.0,0.5204674601554871,0.0,0.5713297233476744,0.0,0.6245267397754795,0.0,0.5807296076973716,0.0,0.5412062465489565,0.0,0.5681375245471577,0.0,0.5193593672343663,0.0,0.4919218496306912,0.0,0.5409039625754724,0.0,0.5873522483385526,0.0,0.5677906071746742,0.0,0.5113375416168799,0.0,0.5834649506506029,0.0,0.6008692711264223,0.0,0.5367847399397211,0.0,0.58517721590105,0.0,0.4806004006129045,0.0,0.6036934747800722,0.0,3.481609511375427,0.013769978791299695,0.0,0.0003423541125932102,0.059140858689477674,0.0,0.0014187378979594516,0.006652976841278748,4.1701418022107664e-05,9.416195945538567e-05,0.005016542016897884,0.001621014891177213,0.0006108121754164612,0.0,0.0017304364253331519,0.0,0.0012973436833907629,0.0,0.0018380575234181295,0.22624332973148994,0.0,0.11761704026282863,0.0,0.0,0.0,0.0,0.003870587573010621,0.0,0.0069787938503611605,0.005196514514599661,0.0,0.000891608064163461,0.0,3.644969071655603e-05
4,0.0,0.4996958358602209,0.0,0.5893781931845696,0.0,0.5544940410079536,0.0,0.5569058113045745,0.0,0.5572040709820423,0.0,0.6116610516558637,0.0,0.5708762643101452,0.0,0.6058673092297145,0.0,0.6086060706075731,0.0,0.5930341731060992,0.0,0.5783460906573704,0.0,0.595376600930979,0.0,0.501479141004793,0.0,0.6052345646606697,0.0,0.5199936831390465,0.0,0.5708103068582304,0.0,0.6239587179907076,0.0,0.5802010507374019,0.0,0.540713954102862,0.0,0.5676208701762524,0.0,0.5188867652809227,0.0,0.49147421907592603,0.0,0.5404119019979959,0.0,0.5868176208747612,0.0,0.5672737202801548,0.0,0.5108725015933697,0.0,0.5829346579509777,0.0,0.6003233128851586,0.0,0.5362965228793385,0.0,0.5846447558193416,0.0,0.48016311899646297,0.0,0.6031441734387324,0.0,3.49683358669281,0.012554559139143693,0.0,0.0002699122304972095,0.055857755217873485,0.0,0.0014844526683331445,0.007540490039781182,3.885003900097141e-05,0.0,0.005407482509967126,0.0018807122959293605,0.0005206883643231319,0.0,0.0016060380311036233,0.0,0.0013764801379542368,0.0,0.001977538396676917,0.20039659062707832,0.0,0.10834396038480727,0.0,0.0,0.0,0.0,0.003357972958476402,0.0,0.005614573731341995,0.005122049625592687,0.0,0.00090542963507107,0.0,4.4915558789898995e-05
5,0.0,0.4992408388918573,0.0,0.5888425596467741,0.0,0.5539894339802501,0.0,0.5563993329530234,0.0,0.5566972166627318,0.0,0.6111046861816238,0.0,0.5703574189772973,0.0,0.6053161490094531,0.0,0.6080522484831757,0.0,0.5924947700657688,0.0,0.5778199270531371,0.0,0.5948353599716019,0.0,0.5010229820733542,0.0,0.6046839035474337,0.0,0.5195201019664387,0.0,0.5702910207130096,0.0,0.6233909680293157,0.0,0.579673157288478,0.0,0.5402219989797571,0.0,0.5671046068380167,0.0,0.518414475105621,0.0,0.4910272877294939,0.0,0.5399201728485443,0.0,0.5862837663063636,0.0,0.5667574798667824,0.0,0.5104078748723962,0.0,0.5824048001687605,0.0,0.5997777031018183,0.0,0.5358087420463562,0.0,0.5841128223544949,0.0,0.4797264841886667,0.0,0.6025952513401325,0.0,3.478160357475281,0.013783760573449683,0.0,0.0003479521014148653,0.059589432317093696,0.0,0.0013783061363870975,0.00650960206116546,4.1459369989466714e-05,7.733952109311308e-05,0.004959648331551135,0.0015681776438077385,0.0006086379857792327,0.0,0.0015878939706469193,0.0,0.001365669712791212,0.0,0.001794504514784172,0.22608451131284374,0.0,0.11778917456285906,0.0,0.0,0.0,0.0,0.003981195337981122,0.0,0.007286120278545136,0.00525444370008899,0.0,0.0008287900743167009,0.0,2.747941725100353e-05
6,0.0,0.4987862624309875,0.0,0.5883070662781432,0.0,0.5534853064096891,0.0,0.5558937827309409,0.0,0.5561907952958411,0.0,0.6105492946865795,0.0,0.5698386712388678,0.0,0.6047652691275209,0.0,0.607498823941409,0.0,0.5919559539019407,0.0,0.5772943693202931,0.0,0.594294229051569,0.0,0.5005674565231407,0.0,0.6041336537717463,0.0,0.5190474600582332,0.0,0.5697718537770785,0.0,0.6228234519015302,0.0,0.5791460531098502,0.0,0.5397304715691033,0.0,0.5665887469773764,0.0,0.5179427233371106,0.0,0.49058117611067636,0.0,0.5394288864764538,0.0,0.5857503656502608,0.0,0.5662418151949788,0.0,0.5099436110192603,0.0,0.5818752502347087,0.0,0.5992322878523187,0.0,0.5353211884970194,0.0,0.583581289092263,0.0,0.47929034652290764,0.0,0.6020469789976602,0.0,3.480870771408081,0.013748363961854197,0.0,0.0003411770591794962,0.05964452664755586,0.0,0.0014268304776321645,0.006573376074924787,4.127115163545668e-05,9.671179977477562e-05,0.005094269456395406,0.0017063292490447936,0.0006346931642006765,0.0,0.001502721192393119,0.0,0.001356446932679725,0.0,0.0018622615506903952,0.2255347929515851,0.0,0.11720123212658018,0.0,0.0,0.0,0.0,0.003889733245666586,0.0,0.006931836307742173,0.005214503422581483,0.0,0.0008584972440040075,0.0,3.643672506808594e-05
7,0.0,0.4983324729479276,0.0,0.5877716095892938,0.0,0.552981898024842,0.0,0.5553886621862978,0.0,0.5556850060001834,0.0,0.6099943525188571,0.0,0.5693201566790487,0.0,0.6042153435749013,0.0,0.6069459338764568,0.0,0.5914174423112974,0.0,0.5767695903778076,0.0,0.593753402704721,0.0,0.5001122886007958,0.0,0.6035837406640524,0.0,0.5185757410395276,0.0,0.5692533018824818,0.0,0.6222565573650402,0.0,0.5786192797042511,0.0,0.5392393135762477,0.0,0.5660732715994448,0.0,0.51747135081134,0.0,0.4901356261510115,0.0,0.5389382262806316,0.0,0.5852176481550866,0.0,0.5657269974331279,0.0,0.509479841033181,0.0,0.5813459714690408,0.0,0.5986870108069954,0.0,0.534833876641242,0.0,0.5830502627970098,0.0,0.4788546424645644,0.0,0.6014991533625257,0.0,3.480221176147461,0.013872865456474698,0.0,0.000348662263762532,0.059099685337508666,0.0,0.0014172635740564432,0.006602786567156796,4.032258080775235e-05,0.00017172308018566937,0.005046453934642389,0.0016197476407496868,0.0005914635182216965,0.0,0.0016950673145548986,0.0,0.0012773943155663563,0.0,0.0017212613014139517,0.22978304356323614,0.0,0.11753888230740162,0.0,0.0,0.0,0.0,0.0038473408177483793,0.0,0.007008197356217344,0.005211419034078171,0.0,0.0008745371108115144,0.0,3.6442989070212194e-05
8,0.0,0.4978795873594808,0.0,0.5872362426349095,0.0,0.5524794118744987,0.0,0.5548836254811549,0.0,0.5551796516219338,0.0,0.6094398020388005,0.0,0.5688020311869108,0.0,0.6036658653846154,0.0,0.6063934440141195,0.0,0.5908797442258059,0.0,0.5762450400289598,0.0,0.5932131193496368,0.0,0.49965765188028527,0.0,0.6030347923656086,0.0,0.5181044575932262,0.0,0.5687353781291417,0.0,0.6216903217546232,0.0,0.5780933558285891,0.0,0.5387485459610656,0.0,0.5655582010091006,0.0,0.5170004302328759,0.0,0.48969024911031617,0.0,0.5384483167103359,0.0,0.5846852378530817,0.0,0.5652127534478575,0.0,0.509016405750107,0.0,0.5808170883210151,0.0,0.5981419289505089,0.0,0.5343470121477987,0.0,0.5825199373475798,0.0,0.4784192171070602,0.0,0.6009516919052208,0.0,3.4920958042144776,0.012968823884329813,0.0,0.0003986113269202099,0.05655966544393676,0.0,0.0014193930399390574,0.007378753257919181,4.00641027246158e-05,0.0002498908246606714,0.005318089458449015,0.0018433095934469186,0.0005190402673630756,0.0,0.0014982311422298412,0.0,0.0012690898072821935,0.0,0.001940554920988671,0.20790048276157758,0.0,0.11335929020754587,0.0,0.0,0.0,0.0,0.0033665756418532894,0.0,0.005922962001821459,0.0050696767384803675,0.0,0.0009037964285802842,0.0,4.488733283498279e-05
9,0.0,0.49762841305889927,0.0,0.5869394894484635,0.0,0.5522005734862862,0.0,0.5546035452203436,0.0,0.5548990545692024,0.0,0.6091321084525559,0.0,0.5685144479458148,0.0,0.6033608985471202,0.0,0.6060872877037132,0.0,0.5905814838933421,0.0,0.5759540868329478,0.0,0.5929134841803666,0.0,0.49940556156766286,0.0,0.6027309259215554,0.0,0.5178430119713584,0.0,0.5684478453227452,0.0,0.6213762321314968,0.0,0.5778019212104462,0.0,0.5384767802207024,0.0,0.5652727628802205,0.0,0.5167394771680727,0.0,0.48944311908313204,0.0,0.5381769596875369,0.0,0.5843899033881805,0.0,0.5649274784130055,0.0,0.5087591933680105,0.0,0.5805239991827326,0.0,0.5978396213971652,0.0,0.5340769978669974,0.0,0.5822261840432554,0.0,0.47817783467062225,0.0,0.6006478405260778,0.0,3.477218413352966,0.014145476588659047,0.0,0.0003413481110015851,0.05962872093906232,0.0,0.0014362685112846115,0.0065613969360856575,0.00011748461797050016,9.074410245684303e-05,0.005114102800872346,0.0016773401539738604,0.0007306049141906502,0.0,0.0017477778079377701,0.0,0.0013261430016783013,0.0,0.0014804607486638914,0.23468794313286323,0.0,0.12021112351118675,0.0,0.0,0.0,0.0,0.004020808573584566,0.0,0.007291317057865046,0.005263169578462533,0.0,0.0008920820764251094,0.0,3.641426152388359e-05
10,0.0,0.4975829854771331,0.0,0.5868863974298749,0.0,0.5521499508029812,0.0,0.5545533620394193,0.0,0.5548477513449532,0.0,0.6090765431687072,0.0,0.5684621844972882,0.0,0.6033057315008981,0.0,0.6060322267668588,0.0,0.5905276222543402,0.0,0.5759019294937888,0.0,0.5928594941621298,0.0,0.49936012841842986,0.0,0.6026768186590173,0.0,0.5177958620773567,0.0,0.5683956801236331,0.0,0.6213197564030741,0.0,0.5777496937867049,0.0,0.5384284893235007,0.0,0.5652218356237306,0.0,0.5166924962630639,0.0,0.4893985927759946,0.0,0.5381286360405304,0.0,0.5843366017708411,0.0,0.564876180428725,0.0,0.5087126716152652,0.0,0.5804716420697642,0.0,0.5977854158852126,0.0,0.5340283388619894,0.0,0.5821738911199046,0.0,0.47813434456730936,0.0,0.6005923623567099,0.0,3.481101560592651,0.013728660177135754,0.0,0.0002851879083803662,0.06066370311910006,0.0,0.001432563170238791,0.006571018008165496,4.308487739373063e-05,7.905138402412161e-05,0.005065405544563842,0.001621274508450636,0.0006659570063518062,0.0,0.0016551636005609932,0.0,0.00134618219355732,0.0,0.0019041784080868662,0.22281204113502748,0.0,0.11824247132959904,0.0,0.0,0.0,0.0,0.0038720875131836702,0.0,0.006872738326446184,0.005230621335634325,0.0,0.0009179638076881153,0.0,3.643249189132402e-05
