epoch,train_loss,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall
1,0.1815375512936613,1.5352177500724793,0.025526172108874468,0.0,0.0009720915119825066,0.09375908488677334,0.0,0.00329178405664491,0.1334528642500012,0.0,0.003021038539844108,0.0037243939116016673,0.32410600411741364,0.0555467543507549,0.0,0.0031488335879593177,0.0,0.0023470880646407006,0.0,0.0018919714848429474,0.003580886150478548,0.0,0.11335804017584275,0.0,0.0,0.0,0.0,0.02973673819815853,0.0,0.009340090102409396,0.015327766313878045,0.0,0.0016720675506194673,1.1791062388622878e-05,0.018548219167748528
2,0.12287518766882656,1.510689878463745,0.04036083372210606,0.0,0.001262626294510765,0.171186166321681,0.0,0.00042923672989662583,0.1879814410615465,0.0,0.002307523803687769,0.006344179900544536,0.3403303179927918,0.17301007721928768,0.0,0.0029067650842969283,0.0,0.04210839448580386,0.0,0.04062114603663787,0.002722791816142647,0.0,0.13219215469185613,0.00028469751092311397,0.0,0.0,0.0,0.029349094094984547,0.0,0.009046226905290503,0.033620089651783695,0.0,0.0008688196030613113,0.0002000424084734137,0.11477488749419347
3,0.08523915814501899,1.4960349678993226,0.06168558845779446,0.0,0.0,0.22398718516336352,0.0,6.555597794507332e-05,0.23754271210869904,0.0,0.0020117807276352055,0.006867478190471727,0.41061238411146056,0.1953680053960695,0.0,0.003143468357897288,0.0,0.2371224618639692,0.0,0.09843354688686602,0.008959577101229894,0.0,0.12983463267839906,0.0023165009381382225,0.0,0.0,0.0,0.03998659484490517,0.0,0.01053089546980309,0.06338298053691901,0.0,0.0026019848262824634,0.0035079765296959,0.29766310893967285
4,0.06349483308392567,1.4901585817337035,0.07355460832607624,0.0,0.0,0.2793790556184092,0.0,1.4766318888130397e-05,0.19902240065085658,0.0,0.0005965313323598146,0.010299351046782928,0.45498777694974624,0.16243040445169182,0.0,0.0031744165177909484,0.0,0.32039929280133156,0.0,0.21493288225466795,0.0086041434338056,0.0,0.141220145247771,0.005573524334567943,0.0,0.0,0.0,0.03579133789910039,0.0,0.008910640604769574,0.08033329021605543,0.0,0.003211801707903336,0.11194186591693814,0.31292383913100336
5,0.05182670953345823,1.4936786055564881,0.07738475426803004,0.0,0.0,0.33887815902135143,0.0,6.271910662027327e-06,0.16579354995160775,0.0,0.001180805597607478,0.01153213759859514,0.45688018906575206,0.15687929127634398,0.0,0.002893441700357895,0.0,0.32133083051334427,0.0,0.22671125698497713,0.011809660875874409,0.0,0.1471882410983331,0.006184016862908742,0.0,0.0,0.0,0.03013340391977547,0.0,0.004932222214872686,0.10346350675333757,0.0,0.0018152231603606847,0.18083749822504566,0.307862429845854
6,0.04463208423784146,1.4780744552612304,0.08223183671210756,0.0,0.0,0.3317321593580943,0.0,3.9666736173287165e-06,0.22300627930169287,0.0,0.017589177661675726,0.016752390833301795,0.4334680421512602,0.1614888785387838,0.0,0.004216101810197737,0.0,0.34787700979578184,0.0,0.2576950890989365,0.018376579175932356,0.0,0.14142738920854178,0.0125492266809522,0.0,0.0,0.0,0.023137999121197638,0.0,0.0030395961922744545,0.12509050923147105,0.0,0.0029094800507515903,0.20972217765514584,0.30133672224783253
7,0.039353358590013376,1.4866433024406434,0.08650834462611798,0.0,0.0,0.2518192514716277,0.0,3.606921126304721e-06,0.27341042165211715,0.0,0.09407668044041469,0.02093325876096452,0.42175205226674056,0.16789984123516805,0.0,0.0059102874189076145,0.0,0.3819089896025239,0.0,0.2107441923104206,0.023160014062892746,0.0,0.14222780463775828,0.022744995905662067,0.0,0.0,0.0,0.020196888636796216,0.0,0.0014179618104978513,0.17713877586683624,0.0,0.006739797874016226,0.21273731435770898,0.3334448928035952
8,0.03516896638077694,1.4719041347503663,0.09615126060850346,0.0,0.0,0.40849545443481816,0.0,1.1661433366288735e-06,0.23912537392661598,1.2631047129760069e-05,0.13209707848582755,0.024290311837898235,0.4515786648943507,0.16851812867224641,0.0,0.005523494240479783,0.0,0.402661448442573,0.0,0.27234190224157356,0.03379297263486424,0.0,0.11398457595662745,0.037417465229200156,0.0,0.0,0.0,0.018730965122255895,0.0,0.0011287226824424628,0.16512364951040187,0.0,0.010187252337323514,0.22546723730592885,0.3663618443262164
9,0.031560673838952086,1.4837222933769225,0.09529803349476815,0.0,0.0,0.36321782033735617,0.0,1.3551810665208847e-06,0.2132319251444909,9.149967983484278e-06,0.2135731460874813,0.024390466845084485,0.443764937756987,0.154025776306104,0.0,0.007277196722382767,0.0,0.41690298571676776,0.0,0.22443555908767845,0.03204023174429287,0.0,0.10432121426341487,0.05013441251877517,0.0,0.0,0.0,0.018057543709579266,0.0,0.0006882421364187041,0.15848056924710946,0.0,0.015494123625640033,0.22885742349317634,0.3806329919407911
10,0.028643712278578308,1.4753626823425292,0.0991911455543373,0.0,0.0,0.36568242908812987,0.0,5.310533443366375e-07,0.26558282967750374,1.8950161088339438e-05,0.22492204620538003,0.026766340765689733,0.43791514901720047,0.16577735980300284,0.0,0.008240650093353261,0.0,0.42214097057248007,0.0,0.26232110415762144,0.0476876144460265,0.0,0.08632002746312166,0.07299560013113099,0.0,0.0,0.0,0.01704969258481193,0.0,0.000541678934408126,0.16547287731010646,0.0,0.01426619704166476,0.23196917363194675,0.35844543560078235
