Animal,Archway,Bicyclist,Bridge,Building,Car,CartLuggagePram,Child,Column_Pole,Fence,LaneMkgsDriv,LaneMkgsNonDriv,Misc_Text,MotorcycleScooter,OtherMoving,ParkingBlock,Pedestrian,Road,RoadShoulder,Sidewalk,SignSymbol,Sky,SUVPickupTruck,TrafficCone,TrafficLight,Train,Tree,Truck_Bus,Tunnel,VegetationMisc,Void,Wall
0.0,2.784881469872952,0.03774191249622237,0.0,0.009940131289947623,0.07096395430023751,1.629389850641617,0.3336997611577807,0.18779149730570166,0.03547740025132692,0.1212669311568722,0.0440358748802772,0.12815944859321085,0.0,0.13345171582519966,0.0,0.11493301729054445,0.01221471276755864,0.0,0.022673974424372998,0.2266255223266579,0.01752606712603837,0.0,0.0,0.05983131777489364,0.0,0.014570416558138663,0.10810537399519132,0.0,0.14744182855170004,0.6910961879311887,0.09400774961610824
