Animal,Archway,Bicyclist,Bridge,Building,Car,CartLuggagePram,Child,Column_Pole,Fence,LaneMkgsDriv,LaneMkgsNonDriv,Misc_Text,MotorcycleScooter,OtherMoving,ParkingBlock,Pedestrian,Road,RoadShoulder,Sidewalk,SignSymbol,Sky,SUVPickupTruck,TrafficCone,TrafficLight,Train,Tree,Truck_Bus,Tunnel,VegetationMisc,Void,Wall
0.0,3.361196470937004,0.04863628902066936,0.0,0.01392843530754769,0.08734503586521558,1.9759300646980071,0.5456767139953285,0.3108456346325358,0.054213720877089526,0.13217644530453612,0.03559413847032484,0.3703653836190691,0.0,0.19619362777714008,0.0,0.1753805849425885,0.014529976670060715,0.0,0.029318016206449343,0.4856823220704372,0.019176053038995042,0.0,0.0,0.07720447662132893,0.0,0.01925269275812992,0.2264095537891804,0.0,0.2360225579582981,0.8445870542606171,0.12285512462564745
