epoch,train_loss,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall
1,228935.9971668956,9.000489139556885,0.04132380497628578,0.0,0.0,0.016594124136075018,0.0,0.20225382962430252,0.0,0.0,0.0,0.0,0.014422234064618775,9.482268164537751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.06211181029840255,0.0,7.124310539652116e-05,0.0,0.6449238108068988,0.0,0.0,0.035272401524284944,0.0,0.3462776180890478,0.0,0.0,0.0,0.00033986491047276613,0.0
2,149990.08207417582,2.389373755455017,0.08316262585978855,0.0,0.0,0.11869923235576177,0.0,0.33662946114088055,0.0,0.0,0.0,0.0,0.03293592161160593,0.024834348975049013,0.0,0.0,0.0,0.0,0.0,0.0,0.4863413012813623,0.0,0.013710737008928161,0.0,0.9052311835780683,0.0,0.0,0.017209201228859338,0.0,0.7256126403327182,0.0,0.0,0.0,0.0,0.0
3,116546.18385130494,1.4049533545970916,0.09845678612505479,0.0,0.0,0.15085452321386272,0.0,0.41893992930171375,0.053220423231815486,0.0,0.0,0.0,0.19069301600994476,0.11460687647819348,0.0,0.0,0.0,0.02967244986657474,0.0,0.0547779407868513,0.6442694846068083,0.0,0.054142784691639564,0.0,0.9062175360294986,0.0,0.0,0.07854038894020184,0.0,0.40242735424798426,0.0,0.0,0.0,0.0006827654948921387,0.051571683101772556
4,107872.30726304946,0.8891167759895324,0.14492706115449294,0.0,0.0,0.2969155778405237,0.0,0.6333973433734783,0.10914413228782813,0.0,0.0,0.0,0.3749923221681027,0.43235562436163066,0.0,0.0,0.0,0.057202451932672795,0.0,0.01671283104096759,0.7529371853911122,0.0,0.20976463160883724,0.0,0.6348828269279637,0.0,0.0,0.07227478174681642,0.0,0.8843854120854125,0.030694834742018895,0.0,0.0,0.0021068033163414985,0.12989919812006742
5,93354.73128434065,1.1993418335914612,0.1665287786735039,0.0,0.0,0.41306297122678143,0.0,0.6132404801943898,0.0017935467379634426,0.0,0.0005084794586150354,0.0,0.3901325230981136,0.4648014373338105,0.0,0.0,0.0,0.1218386845334403,0.0,0.029245915689346154,0.7996386038721933,0.0,0.4323687326020611,0.0,0.9158468129084089,0.0,0.0,0.03389188550531756,0.0,0.7524653478585532,0.08476157135008436,0.0,0.0,3.025163725822634e-05,0.27529367354578804
6,86071.33868475274,1.4345973491668702,0.15480151416470508,0.0,0.0,0.3020702194660013,0.0,0.5251442179320642,0.20672622206746255,0.0,0.0,0.0,0.4720516996545099,0.41654996099959724,0.0,0.0,0.0,0.07273345844476184,0.0,0.06651202295322253,0.7190974279748114,0.0,0.09761814286121197,0.0,0.8100983589551932,0.0,0.0,0.17669796036546442,0.0,0.81887945298102,0.014917109001425741,0.0,0.0,0.03044110225559633,0.2241110973582196
7,77704.45733173077,0.7861777752637863,0.1906920848443359,0.0,0.0,0.4243861630403093,0.0,0.7161466587266234,0.21096192970011846,0.0,0.0,0.0,0.4509527819155328,0.4883343585780642,0.0,0.0,0.0,0.11041976911345922,0.0,0.08609692077312267,0.8294915505609444,0.0,0.5633738369319167,0.0,0.9169353217316141,0.0,0.0,0.18984501234747916,0.0,0.8341781599869578,0.01848748892696658,0.0,0.0,0.0018753387695269804,0.26066142391611274
8,64954.85916037088,1.2755967855453492,0.18696764351133843,0.0,0.0,0.570593219634059,0.0,0.5979009590693299,0.13732000605854547,0.0,0.0,0.0,0.6442487638575733,0.2133287160760033,0.0,0.0,0.0,0.07319311146381795,0.0,0.09933964428198114,0.5775665251121984,0.0,0.4601381760578983,0.0,0.9081254074057068,0.0,0.0,0.34496056432019995,0.0,0.8457528292827089,0.020065281461248394,0.0,0.0,0.027570797433183532,0.46286059084837605
9,61354.83190247253,0.7991402894258499,0.20723350910637223,0.0,0.0,0.5023764646257042,0.0,0.7525410044136226,0.2573297530930406,0.0,0.03736135053558172,5.889281542339703e-05,0.48590546501335696,0.45480218186413685,0.0,0.0,0.0,0.13061852120605322,0.0,0.17408345313880164,0.779846911672162,0.0,0.43721435403919273,0.0,0.8845242422507434,0.0,0.0,0.33817179356124266,0.0,0.888441354384492,0.19443174091113402,0.0,0.0,0.017721756701896074,0.29604305117732743
10,63079.86250858517,0.5271804630756378,0.22919568348264135,0.0,0.0,0.43201909853251996,0.0,0.817616687363444,0.2474980849575156,0.0,0.009382154157835297,0.002780465013189218,0.6782563918996725,0.41667501574267296,0.0,0.00785446530839135,0.0,0.30119409465894675,0.0,0.22733094710852045,0.8336260311430654,0.0,0.6464526941171191,0.0,0.9365179685907906,0.0,0.0,0.34112293094139506,0.0,0.896716669317553,0.09857017967216496,0.0,0.0,0.020247688023829778,0.4204003048958967
