train_final_norm_0,train_final_norm_1,train_final_norm_2,train_final_norm_3,train_final_norm_4,train_final_norm_5,train_final_norm_6,train_final_norm_7,train_final_norm_8,train_final_norm_9,train_final_norm_10,train_final_norm_11,train_final_norm_12,train_final_norm_13,train_final_norm_14,train_final_norm_15,train_final_norm_16,train_final_norm_17,train_final_norm_18,train_final_norm_19,train_final_norm_20,train_final_norm_21,train_final_norm_22,train_final_norm_23,train_final_norm_24,train_final_norm_25,train_final_norm_26,train_final_norm_27,train_final_norm_28,train_final_norm_29,train_final_norm_30,train_final_norm_31
0.5012427568435669,0.5912006497383118,0.556210458278656,0.5586302876472473,0.5589297413825989,0.6135551333427429,0.5726429224014282,0.6077427864074707,0.6104900240898132,0.5948705673217773,0.5801358222961426,0.5972184538841248,0.503031849861145,0.6071078777313232,0.5216038823127747,0.5725759863853455,0.6258897185325623,0.5819977521896362,0.5423872470855713,0.569377064704895,0.520492672920227,0.4929967522621155,0.5420843362808228,0.588634192943573,0.5690302848815918,0.5124528408050537,0.5847384333610535,0.6021795868873596,0.5379563570022583,0.5864549279212952,0.4816499352455139,0.605010986328125
