epoch,train_loss,train_loss_0,train_final_norm_0,train_loss_gd_norm_0,train_loss_1,train_final_norm_1,train_loss_gd_norm_1,train_loss_2,train_final_norm_2,train_loss_gd_norm_2,train_loss_3,train_final_norm_3,train_loss_gd_norm_3,train_loss_4,train_final_norm_4,train_loss_gd_norm_4,train_loss_5,train_final_norm_5,train_loss_gd_norm_5,train_loss_6,train_final_norm_6,train_loss_gd_norm_6,train_loss_7,train_final_norm_7,train_loss_gd_norm_7,train_loss_8,train_final_norm_8,train_loss_gd_norm_8,train_loss_9,train_final_norm_9,train_loss_gd_norm_9,train_loss_10,train_final_norm_10,train_loss_gd_norm_10,train_loss_11,train_final_norm_11,train_loss_gd_norm_11,train_loss_12,train_final_norm_12,train_loss_gd_norm_12,train_loss_13,train_final_norm_13,train_loss_gd_norm_13,train_loss_14,train_final_norm_14,train_loss_gd_norm_14,train_loss_15,train_final_norm_15,train_loss_gd_norm_15,train_loss_16,train_final_norm_16,train_loss_gd_norm_16,train_loss_17,train_final_norm_17,train_loss_gd_norm_17,train_loss_18,train_final_norm_18,train_loss_gd_norm_18,train_loss_19,train_final_norm_19,train_loss_gd_norm_19,train_loss_20,train_final_norm_20,train_loss_gd_norm_20,train_loss_21,train_final_norm_21,train_loss_gd_norm_21,train_loss_22,train_final_norm_22,train_loss_gd_norm_22,train_loss_23,train_final_norm_23,train_loss_gd_norm_23,train_loss_24,train_final_norm_24,train_loss_gd_norm_24,train_loss_25,train_final_norm_25,train_loss_gd_norm_25,train_loss_26,train_final_norm_26,train_loss_gd_norm_26,train_loss_27,train_final_norm_27,train_loss_gd_norm_27,train_loss_28,train_final_norm_28,train_loss_gd_norm_28,train_loss_29,train_final_norm_29,train_loss_gd_norm_29,train_loss_30,train_final_norm_30,train_loss_gd_norm_30,train_loss_31,train_final_norm_31,train_loss_gd_norm_31,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall
1,2.0238396055168577,0.0,0.5376539601220025,0.023897236730489466,142.37197250138814,0.6985696057478586,0.08931625212232272,3.9262128618070116,0.6235902779632144,0.06678591809338993,0.0,0.6034582356611887,0.028136088647362258,1.0901767099973152,1.0267345435089534,0.30809198319911957,47.25929425036168,0.5916221949789259,0.1343036051425669,210.1228109516796,0.6041092978583442,0.05324737233006292,84.44180568367976,0.7401678873433007,0.09559783393310176,25.932586041124537,0.5902842124303181,0.05657224537183841,3.60779217220958,0.6629060427347819,0.06923089048100842,6.2792794639646985,0.7183452778392367,0.06842504284448093,33.64093153211805,0.6155233177873823,0.029909266541815468,67.57575005632741,0.5266972290145027,0.07756491081996096,0.0,0.6179550263616774,0.026808830335115393,21.032137256141283,0.5804464962747362,0.054465620261099607,0.0,0.6118843164708879,0.030570285989799433,29.401236050117394,0.703397399187088,0.06653459252168735,0.6375516752246376,1.2543963379330105,0.2506581066383256,0.0,0.5761042475700379,0.03279065693625145,1.6572703548734922,0.8813677377170986,0.13960575527615018,74.79455807994275,0.6593577994240655,0.10088979119641914,1.0055371417996941,0.9087197012371487,0.14147088999549548,0.0,0.5796311610274845,0.034017249579644866,0.0,0.6132786128256056,0.027297980705690054,11.419295081638161,0.6838894989755419,0.08404226611471838,0.0,0.5545381956630283,0.028159234098469217,0.7577350465480552,1.0850279827912648,0.1765341412069069,20.594520087126472,0.7115130947695838,0.11783512830734252,0.0,0.5671218779351976,0.02486029122956097,26.123437874978183,0.5952753510740069,0.07690067785895532,22.644177851336654,0.5082037525044547,0.07803203229688936,10.490535363921246,0.623054254717297,0.05286359331674046,1.386488437652588,0.12622360888527728,0.0,0.013038548900663818,0.20783850585487734,0.0,0.4443960783055946,0.0008653720169265417,0.0,0.3236569206247391,0.007958531361600898,0.2971101767096255,0.005371729930949173,0.0,0.00041353383614110465,0.0,0.1246345373534827,0.0,0.10569432456651254,0.698551475312913,0.0,0.03161607412358789,0.20519346116564674,0.6424722603426462,0.0,0.0,0.1719954222999207,0.0,0.6285761471197119,0.06623195772188528,0.0,0.0,0.009262862672740926,0.05427756410870714
2,0.913262528181076,0.0,0.5853262828456031,0.003250659456373089,26.952829379079333,0.8689637468920813,0.07421201448887586,1.9349331414418471,0.8046432978577084,0.06729871183633804,0.0,0.6615999129083422,0.00328476807464742,0.3759250436254994,1.419470861223009,0.16229658068882094,26.076237567037158,0.7049952639473809,0.14754756316542625,194.92268366043476,0.6609026180373297,0.06497090896591544,66.75233299242302,0.9418887820508745,0.06316815961359276,20.106762707306345,0.7041857871744368,0.0595373406385382,1.9074633082971881,0.8390081743399302,0.08886152700417571,2.217694536660503,1.1012666636043125,0.03780400545025865,40.16470540364583,0.6541037605868445,0.0035786725878198112,37.02646004867384,0.7490071780151791,0.08565617986023426,0.0,0.6510162168078952,0.0033460404581597283,9.148675020742116,0.8112604432635837,0.07710465962688128,0.0,0.6655709014998542,0.0032993340825972456,13.174210580813146,0.8552512175507015,0.09285801872611046,0.20097548028376547,1.7037535442246332,0.08689047427227099,0.0,0.6313958611753252,0.0034577656123373243,0.611567924660818,1.2016241272290549,0.08087784869389401,23.160781762566103,0.8286652604738871,0.08568714373848504,0.12820641037147523,1.3042253520753648,0.02614482663985756,0.0,0.6354904181427425,0.004413913143798709,0.0,0.6549949043326908,0.0035767924816658097,3.4829618209178075,0.8872537520196703,0.054962261290185985,0.0,0.6128268626001147,0.0031812961821237372,0.2263683176848386,1.474684601359897,0.05673469559599956,8.40155879674328,0.9241241806083256,0.10393097864256964,0.0,0.6109081665674846,0.0031260962986076873,16.81811295959902,0.7253773192564646,0.11750807190934817,18.489172046524793,0.6542679985364278,0.09010735166569551,4.444607643898052,0.8318079862329695,0.0717684501575099,0.7017201125621796,0.2325473311032984,0.0,0.031209504682503858,0.38001606318840336,0.0,0.7184124292906556,0.1454115758918319,0.016829829126997393,0.5439561002685157,0.11026024411653287,0.23348115805702946,0.3457628643949657,0.0,0.10894781863340977,0.0,0.3065152686772751,0.0,0.21058029439983889,0.7927872923992486,0.0,0.3740093450389216,0.0827545374075199,0.9120622240028864,0.0,0.0,0.3677211473311075,0.0,0.9134074790510652,0.3571506992135761,0.0,0.01029916397322938,0.04504722879773505,0.434892327362299
3,0.5617652479145262,0.0,0.5979468756251864,0.0011325757407272855,13.376070907762005,0.913954680495792,0.051597750321444535,1.2302653231527543,0.9224644786781735,0.058979718055990005,0.0,0.6751748171117571,0.0011668274806450225,0.22456770285384559,1.6124652491675482,0.09243054443763363,15.904112181785779,0.829494133260515,0.1240017675070299,88.90118737921942,0.7852957652674781,0.07476662778192096,73.28444268621914,1.008438195122613,0.039945738227106634,13.572465888337756,0.8658717274665833,0.05552089243299431,1.0494631763313114,0.9899860209888882,0.069401658905877,1.3276743068012364,1.2279556936687894,0.028026506987710795,49.44447157118056,0.6654858748118083,0.0014720205463365549,9.364949593129138,0.9178763621383244,0.06937757881565226,0.0,0.6602369725704194,0.0013274665870186355,5.357315955217623,0.9064309981134203,0.08711265621499883,0.0,0.6780255887243483,0.0011293135285894904,8.057567394797088,0.9255574332343207,0.06835394611375199,0.12445102050593747,1.8549181991153294,0.056121022668149737,0.0,0.6452593584855397,0.0012530714978412209,0.30458611654022033,1.3319799462954203,0.04198482560200824,13.205153108197608,0.9068642828199599,0.0749354066585915,0.11067380232997656,1.3863219340642294,0.024112968876337012,0.0,0.6501483566231198,0.0012988685403898773,0.0,0.666367216904958,0.0013370047071172544,2.397446454479708,0.9723176426357694,0.047241022737903725,0.0,0.6267595297760433,0.001197115602877198,0.17464447132000532,1.585939073562622,0.04548894992719094,6.182041515674763,1.049725079536438,0.07261655884277489,0.0,0.6217496951421102,0.001251189614413306,8.056556241558791,0.8484161184893714,0.0923198901116848,16.575072185993328,0.755534252193239,0.0888219949685865,2.7239368382017046,0.991425715552436,0.05484396472780241,0.8423147320747375,0.2481931218495121,0.0,0.26534092027590084,0.5720479017339344,0.0,0.6438643068558743,0.05191357490504236,0.0478232567177148,0.2376327519979328,0.1065946436348659,0.4607599173658016,0.33103834336005233,0.0,0.12575229751441439,0.0,0.4086517475747983,0.0,0.33332923139202175,0.8241488062199565,0.0,0.4316373232023899,0.2508359351154688,0.5661252923733815,0.0,0.0,0.37544213560746453,0.0,0.5793246205009119,0.34575354938389824,0.0,0.37862644645443094,0.13296201490072515,0.4725748820974035
4,0.45893093943595886,0.0,0.602588089969423,0.0006196692042673628,10.44610995362592,0.9517748951911926,0.048328706761822104,1.0133553387360024,1.0277521014213562,0.06102088157915407,0.0,0.680097469356325,0.0006479064891916803,0.1880113424802152,1.7194981230629816,0.07816199308468236,15.223755145815348,0.9245303147368961,0.09419216679202186,78.27531415904976,0.844460152917438,0.06196575428669651,70.20787258059795,1.0450613260269166,0.03576465956866741,9.005921686371632,0.9520694083637662,0.06332320281200939,0.7518819573327998,1.0771366159121196,0.05295187071379688,1.2111485215322437,1.2818685465388828,0.023797111968613335,54.060894097222224,0.6693989766968621,0.0009061229939106852,7.211337631635676,0.9985404762956831,0.051586281352986894,0.0,0.6634459031952752,0.0007411975824248252,4.440063654360788,0.9713746428489685,0.06518651061794824,0.0,0.6824688096841176,0.0006403096502051792,7.34036702257949,0.9829017599423726,0.08051898625368874,0.10902563638305102,1.941737671693166,0.04907232088347276,0.0,0.6503269705507491,0.0007060809145008938,0.27862370331474184,1.4039061731762357,0.038781084968811934,11.211590395356874,0.9465230974886153,0.06306787425548666,0.10423451894049707,1.4312139418390062,0.024242946955685813,0.0,0.6554193947050306,0.0007133194141917758,0.0,0.6704124417569902,0.0007245230123064377,1.950680518240967,1.0245984209908379,0.05555331487622526,0.0,0.6318894955846999,0.0006812267335286984,0.1598958709949101,1.660936086707645,0.041366617381572726,7.032462144694049,1.11973754035102,0.061861562346004775,0.0,0.625727176003986,0.0006991527204970933,6.236279392536628,0.9128520488739014,0.07605829799754751,13.922258544906724,0.8372670325968,0.09863016679883004,2.1231548981417556,1.0732053226894802,0.0372027527851363,0.32705396264791486,0.3594308765008241,0.0,0.325096108288606,0.5851871899169884,0.0,0.8560332055629587,0.23239615197236335,0.09478603001020533,0.5566659428759929,0.3161782618839897,0.7750590457494635,0.5494558493297182,0.0,0.17863221343865465,0.0,0.549202093531774,0.0,0.43146534108721324,0.8895817585007192,0.0,0.7356392428299231,0.4145280418763357,0.9291696555726539,0.0,0.0,0.6087695508849812,0.0,0.9157428555484339,0.3101571419005515,0.0,0.45308750783070445,0.13896741377244723,0.6559874456616921
5,0.3801940128207207,0.0,0.605097101132075,0.00039539202213442575,9.571013570452005,0.9891056060791016,0.04579254486080673,0.6563077899122393,1.0930469976531134,0.034959150716248485,0.0,0.6826908780468834,0.00043249160969733365,0.177820660804229,1.788732467757331,0.07408303247971668,9.091577723502274,1.0089241418573591,0.050463586145391065,63.57299685589691,0.8667782922585805,0.060481589220257266,74.43952248240802,1.0616445091035631,0.03211506397670342,6.476593475686627,1.0092471897602082,0.05040722387946314,0.7206070571508741,1.1330677178170947,0.05948939383443859,1.078970534092997,1.3157474239667257,0.02576937879332238,57.09251302083333,0.67114094959365,0.0006475244131353167,4.12535864926533,1.040073815981547,0.03181470842618081,0.0,0.6651366180843777,0.0004721936006616387,3.952331292069801,1.0059845162762535,0.041952290168652935,0.0,0.6847953160603841,0.0004362898267572746,6.171190850284486,1.0120680848757426,0.06536345608118507,0.10312394974795815,1.9972071713871427,0.04817745045034422,0.0,0.6530306008127,0.0004595828029171874,0.22948051347799667,1.446310571829478,0.031255035392112204,7.2438411289894145,0.9701633559332954,0.0352521606358803,0.09546803428018052,1.4682084971004061,0.023252080590464175,0.0,0.6582449303732978,0.00046774171027613595,0.0,0.672548876868354,0.00046745984905606345,1.3397864688821988,1.0583097365167407,0.035268032343851195,0.0,0.634665024280548,0.00045907486346550284,0.14129500111510346,1.7074210829204983,0.043028353941109446,3.07098936434081,1.153349636660682,0.035419744920606414,0.0,0.6278826395670573,0.0004772726659818242,6.156064138295817,0.9506347643004524,0.07068129565773738,13.964217409508812,0.8925002952416737,0.09838479633132617,1.9696351294334287,1.1264774335755243,0.029621825812177524,0.5482101157307625,0.3776700315201971,0.0,0.3023284331316132,0.7652032128897431,0.0,0.8687241976800812,0.25197157146134963,0.07686262670378165,0.6212457386075277,0.33228155692983197,0.8046531232674603,0.5745870068304005,0.0,0.22342095186188882,0.0,0.5463663760758193,0.0,0.5843313869893358,0.7035584903568204,0.0,0.540651274534919,0.3710463901313137,0.9291585097144953,0.0,0.0,0.7208410040081612,0.0,0.8766610367066627,0.6059771232944627,0.0,0.4644364311361097,0.2408350736475801,0.6802994926869502
6,0.30080648743444016,0.0,0.6065788282288446,0.00025571297462900273,8.56148379733968,1.012949029604594,0.04014187614795649,0.4656691180310637,1.1352298643853929,0.026662888729737863,0.0,0.6841620835993025,0.00029176405757122363,0.13017124282710651,1.8405088901519775,0.05548588104753031,6.188718003564839,1.0579236692852445,0.03972920023111833,36.11108520604677,0.9003599557611678,0.03764280526795321,67.05073680343075,1.0750617623329162,0.03211449696164992,4.249782731701105,1.037813507186042,0.03989433138113883,0.5588601409849134,1.166436825858222,0.049151334621840057,0.9642732309011548,1.336091645558675,0.019441153991243076,58.777935112847224,0.6721150093608432,0.0004808704630704597,3.476926808376687,1.074878450234731,0.023235931345779035,0.0,0.6660821543799507,0.00032904367059624444,2.960619092796906,1.0365943710009258,0.04413383677084413,0.0,0.6861232373449537,0.0002988335935191976,4.442714370404818,1.0374711910883585,0.04295588268174066,0.08154084199683446,2.041730202568902,0.03305979000611438,0.0,0.654599525531133,0.0003181851924940323,0.17177878472583155,1.4744139194488526,0.022095764609467654,7.493134519417552,0.9916263222694397,0.03621821799574213,0.09152346135955132,1.4975027600924173,0.021233291442816455,0.0,0.6599169234434764,0.00030808326717103937,0.0,0.6737524370352427,0.0003067424139266627,1.275887264543172,1.086794916788737,0.027606195175192423,0.0,0.6362945212258233,0.00031731347682782343,0.12285939645051336,1.7400284171104432,0.03792963629174564,1.9742021031785202,1.1803685731357998,0.0263399054399795,0.0,0.6290930688381196,0.00032950448205358243,4.889276539987443,0.9769073685010274,0.06218538088724017,12.054137111046376,0.9216517660352919,0.08762487827075852,1.636699764956077,1.1614662620756362,0.026775458744830557,0.23182660192251206,0.4114619010016593,0.0,0.2213726739212017,0.810716022388295,0.0,0.9161277302654556,0.34955681441582687,0.10053909458367294,0.677421590942707,0.3068578423622208,0.8109962783507301,0.5794097560639664,0.0,0.32219596059600586,0.0,0.5820340453581025,0.0,0.6502689796310656,0.9011715009317486,0.0,0.7823109153220693,0.42388228683749973,0.9351056144507084,0.0,0.0,0.7410065653816282,0.0,0.91470440506444,0.6813606175240692,0.0,0.5325813431999793,0.20527199255881853,0.7218888019028855
7,0.2663784944348865,0.0,0.6073402490880754,0.00018317455364417077,8.233164846929087,1.0279429713884989,0.042106701392266487,0.386331768393747,1.1683392339282566,0.0243878785520792,0.0,0.6848950849639045,0.0002094652398631701,0.11797808597372064,1.8783593946033055,0.05220697280019522,3.8781108198009715,1.0975002063645256,0.02557311562510828,40.569711239769475,0.9146647612253825,0.030406377151504987,57.83243699888369,1.085468922721015,0.021118396065301366,3.5872664643825423,1.059754643175337,0.0323165364149544,0.46836356234359117,1.1938535239961412,0.03290348031765057,0.9093924760321942,1.3514338122473823,0.020633067635612356,61.10977105034722,0.6725333823098076,0.00039252972362899323,3.4195454916978716,1.0971635315153334,0.025041489900710683,0.0,0.6664949456850687,0.00023753677604771738,2.2429676345570466,1.0586764560805426,0.04138639265567892,0.0,0.6867882165643904,0.00022054321808455925,3.969747241543448,1.0530619515313042,0.046807686663750146,0.07471096961458616,2.077759798367818,0.03256346395032273,0.0,0.6554153323173523,0.0002271530071286381,0.15433531395652544,1.4985889739460416,0.019229370360780092,4.497850230173525,1.0120268238915338,0.027662148060173624,0.08768569498233847,1.525526648097568,0.019609109203641614,0.0,0.6607935428619385,0.0002265796445297181,0.0,0.6742928332752651,0.000216229171362809,1.0661420168226454,1.1047907167010838,0.024125488865603176,0.0,0.6371580852402581,0.00022546542297479592,0.11282009019876407,1.769416222307417,0.03588703850077258,1.93860042707434,1.1952626281314427,0.019096496323537496,0.0,0.6296834501955244,0.0002371104550547898,4.338809481616939,0.9995834324094984,0.06509727680952185,11.37728763630017,0.9400664197074042,0.08558793825407823,1.4367559669104801,1.1855262769593133,0.02686746668898397,0.31132698655128477,0.40162089963107583,0.0,0.3902310728402896,0.7912194749171251,0.0,0.9107989696420556,0.31776003538317804,0.17092765465223145,0.6497180864945376,0.37586886223094446,0.7966832190694647,0.5667527658203118,0.0,0.2033868701892087,0.0,0.6218511407781969,0.0,0.5352627726664384,0.8560297458840225,0.0,0.5949258697478931,0.3657193449282234,0.9106052344555418,0.0,0.0,0.7352843972630683,0.0,0.9122608188125518,0.6105291267503242,0.0,0.556025564661748,0.2666539125076716,0.7133738484994002
8,0.24862254791789584,0.0,0.607751641008589,0.00014781592617509886,6.001478128519758,1.0305111249287924,0.03685887316241861,0.324903445246488,1.1868706623713174,0.018657592539158132,0.0,0.6852639827463362,0.00017048241303806814,0.10685651576270375,1.9072076731257968,0.052197627340339954,2.155711044184601,1.1302439504199557,0.020352253364399074,49.79326805519996,0.9224540975358752,0.03909912498202175,52.92473722429914,1.0993308120303684,0.022112972654091814,3.04657019022352,1.0799454172452292,0.029211150880696046,0.4423056086120028,1.2166217221154108,0.03163146610475249,0.8272131293829831,1.3614597135119968,0.017965449628213212,59.556005859375,0.6723699152469635,0.0003479785756402028,2.666592792572013,1.1161323216226366,0.01530287015872697,0.0,0.6666458679570092,0.00019116925411961146,2.3206109406137467,1.0754393405384488,0.03454765669173664,0.0,0.6871126141813066,0.00017960341243047475,3.931498990217914,1.070977058675554,0.04615278427178661,0.07409235532330252,2.103380579418606,0.02917575254622433,0.0,0.6558576060665978,0.00018557301292377007,0.1516325706320551,1.5189261277516684,0.020611066350506413,5.500656997669252,1.021230279074775,0.025901260558101866,0.08436423140083518,1.5444391674465603,0.021418934770756296,0.0,0.6612864997651842,0.00017899134974060064,0.0,0.6745327260759142,0.00016783860620408732,1.0179128112696996,1.1172841456201341,0.024887351370933983,0.0,0.6376464135117001,0.0001850046555369368,0.10772274073779785,1.788180696964264,0.03281766849880417,1.6892273437971308,1.214533633655972,0.015939981914642784,0.0,0.6299853205680848,0.00019468675681208778,3.448085623904312,1.014233742819892,0.05390303240985506,10.671624294056826,0.9558746715386709,0.09183775095476045,1.3378055421909982,1.2018719500965542,0.029277419950813056,0.17409833073616027,0.4402288969306561,0.0,0.33922407004369537,0.8656437344586451,0.0,0.9334020738067889,0.35354458146235157,0.15554719775609888,0.652439560259979,0.4527637866355184,0.8364603182290751,0.6178478688449335,0.0,0.3653505455479747,0.0,0.6506942591898313,0.0,0.6899022790164262,0.9238508994631435,0.0,0.829872733793982,0.4220935772656603,0.9354364978163312,0.0,0.0,0.797989590597234,0.0,0.929669222342526,0.7712430545431247,0.0,0.5238776041264621,0.26421055686528466,0.7762606897159288
9,0.2342494782474306,0.0,0.6079771465725369,0.00012522450924734585,6.589025772479808,1.0427102353837756,0.037104380729013224,0.30392195857475807,1.2097432189517552,0.01660558016349872,0.0,0.6854367514451345,0.00013930009178390415,0.10473576376188072,1.9259611911243864,0.048691148528208335,1.355783419163879,1.155331355995602,0.017488702272789345,23.69383922538435,0.9417680693997277,0.024381929855897193,50.89544946511629,1.1068943341573079,0.019119536214404636,2.7317896954134286,1.0953078534868028,0.02896577538922429,0.4206461799391741,1.2400889926486545,0.0242358898355936,0.8215274930865097,1.3740836103757224,0.016380766184172696,63.725070529513886,0.6719869143433042,0.0003194421243582231,1.8398584722417275,1.1268082102139791,0.014049642644305195,0.0,0.6666430883937412,0.0001622972491734092,2.2702976054359647,1.095794403553009,0.03825876689516008,0.0,0.6872485558191935,0.00014655625467033435,3.625036391198897,1.0827271779378256,0.04538164928348528,0.06843841072105011,2.127511893378364,0.029830251923865743,0.0,0.6560982459121281,0.0001528000983752362,0.1406509042859119,1.5328796770837572,0.020072915943132506,4.0710103421138735,1.034190509054396,0.02290085819032457,0.07676538610387595,1.5631102946069506,0.017828587136076143,0.0,0.6615643044312794,0.0001500647714743132,0.0,0.6745982964833578,0.0001427633902090343,0.8829209277980034,1.130880586306254,0.01785377788150476,0.0,0.637930632299847,0.00015401707407565685,0.10465753374774456,1.8082488152715894,0.03370085521083739,1.6444904606504782,1.2282074557410345,0.013001941801566217,0.0,0.630121484067705,0.00016209681513525235,4.015213634268203,1.022865965631273,0.05452193879367163,10.284658236904423,0.9635247296757168,0.07717554442998435,1.3841635445937472,1.2203766134050158,0.0314296237193048,0.2234409287571907,0.4361291742567922,0.0,0.24443002206001627,0.813775024753773,0.0,0.9372392423984183,0.4132669568954279,0.18092891363627714,0.6470375563899428,0.5069392483124397,0.8322856784407092,0.6150157967621633,0.0,0.3907727322903052,0.0,0.6481918076556781,0.0,0.671862725969941,0.8917954452293563,0.0,0.7502335667357697,0.5065045882707568,0.9235037027864743,0.0,0.0,0.7297743402327642,0.0,0.9294218316205198,0.7057698355353251,0.0,0.5515892944248214,0.31554528970872775,0.7502499761077456
10,0.22124940123822953,0.0,0.6080439938439264,0.00010380662950208514,5.306581831069619,1.043316011958652,0.028471063525002036,0.2838140448568366,1.22879196272956,0.014781649118392831,0.0,0.6854403409692976,0.00011449847483567687,0.09770823226168396,1.9500464571846856,0.04439326101500127,2.4561942604254026,1.1762121558189391,0.017467190858183636,22.357627101021002,0.9489333682590061,0.026594107433791377,52.038805609358015,1.1159354117181566,0.018034530462076266,2.4328890158977967,1.106276015440623,0.0269238887509952,0.3904459362986242,1.2539837333891126,0.022889167116954923,0.7936042070893431,1.3819774442248873,0.01835999754516201,72.82663302951389,0.6719081189897326,0.00029720518286922013,1.7321819716674456,1.1369719783465067,0.012565066524419105,0.0,0.6665138946639166,0.00013767036911708095,2.0843994202180616,1.1115630229314168,0.02982727786163903,0.0,0.6872231344381968,0.0001215322909249355,3.0760676912132547,1.0919427884949577,0.035963392925138275,0.06730827448565181,2.1448616451687283,0.029771718243137003,0.0,0.6561664839585623,0.0001264540211802038,0.1312325610510013,1.5517754779921638,0.019349193924831018,4.753530005715656,1.0432415803273518,0.025772698367169746,0.07962824376286307,1.5786744541592068,0.02019475700799376,0.0,0.6616582274436951,0.00012513096872781817,0.0,0.6745193739732106,0.00011486122368498602,0.9108520858952457,1.1413774622811212,0.021469751570839433,0.0,0.6380403055085077,0.00012520313523257048,0.10255438756232213,1.826670115523868,0.0323982609798097,1.330056507149426,1.2398214101791383,0.012512991321273148,0.0,0.630120923784044,0.00013293660772938488,3.3663187849293044,1.0363276733292475,0.047816420113667844,10.505026992571462,0.9780804925494724,0.07822222049451537,1.233350801117635,1.2290900124443902,0.022736008698120713,0.21783904880285263,0.44289367570736193,0.0,0.38036336429635464,0.8403299354049037,0.0,0.9347088812850503,0.351168081350404,0.13915415983114826,0.7210947335966685,0.562245211244352,0.8139555799457872,0.6029628172992052,0.0,0.3615823335950107,0.0,0.6281383080974738,0.0,0.7101250410127224,0.8936214526303303,0.0,0.7657894411107343,0.4872190317461952,0.9244894691660278,0.0,0.0,0.7836203301364025,0.0,0.9229908063738979,0.8216571775335307,0.0,0.4986616860377892,0.2712330448059645,0.7574867361356251
