epoch,train_loss,val_loss,val_mIOU,val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall,is_best
19,284961.0470467033,1.4528459072113038,0.05869753960651771,0.0,0.0,0.0,0.0,0.31399064538296645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6128302418588852,0.0,0.0,0.0,0.5520449513783644,0.0,0.0,0.0,0.0,0.39945542878835083,0.0,0.0,0.0,0.0,0.0,0
20,283485.53485576925,1.450840210914612,0.06081260602659121,0.0,0.0,0.0,0.0,0.26982957900197346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5685869960703487,0.0,0.0,0.0,0.7149122728683428,0.0,0.0,0.0,0.0,0.39267454491025366,0.0,0.0,0.0,0.0,0.0,0
21,279652.7730082418,1.4280693650245666,0.06577696897265903,0.0,0.0,0.0,0.0,0.2926725196829268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5982689884484471,0.0,0.0,0.0,0.7202106092892571,0.0,0.0,0.0,0.0,0.49371088970445803,0.0,0.0,0.0,0.0,0.0,0
22,278251.1935096154,1.4352023243904113,0.06724960892939083,0.0,0.0,0.0,0.0,0.3204448159098914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6179103625064986,0.0,0.0,0.0,0.7219481469586367,0.0,0.0,0.0,0.0,0.49168416036547946,0.0,0.0,0.0,0.0,0.0,0
23,276251.6461195055,1.4065041661262512,0.06731643825934616,0.0,0.0,0.0,0.0,0.3099529981916219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6073406919222372,0.0,0.0,0.0,0.760460766739327,0.0,0.0,0.0,0.0,0.47637156744589093,0.0,0.0,0.0,0.0,0.0,0
24,275072.30305631866,1.4134246349334716,0.06331036332047935,0.0,0.0,0.0,0.0,0.2611719384128537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5602134155490079,0.0,0.0,0.0,0.8031819949729664,0.0,0.0,0.0,0.0,0.40136427732051105,0.0,0.0,0.0,0.0,0.0,0
25,275101.58602335164,1.4065502643585206,0.06851817872508623,0.0,0.0,0.0,0.0,0.31672038041488826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6133594769562308,0.0,0.0,0.0,0.7861267598863333,0.0,0.0,0.0,0.0,0.4763751019453072,0.0,0.0,0.0,0.0,0.0,0
26,273661.4587912088,1.3928404211997987,0.06630593985956537,0.0,0.0,0.0,0.0,0.3037342781680741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5956505964281322,0.0,0.0,0.0,0.8054362928303501,0.0,0.0,0.0,0.0,0.4169689080795357,0.0,0.0,0.0,0.0,0.0,0
27,275444.9941620879,1.3976199746131897,0.07005412171185796,0.0,0.0,0.0,0.0,0.34429375073359114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6288233250664856,0.0,0.0,0.0,0.8037088608459622,0.0,0.0,0.0,0.0,0.46490595813341595,0.0,0.0,0.0,0.0,0.0,0
28,272590.5667925824,1.4607260823249817,0.06728362585840829,0.0,0.0,0.0,0.0,0.32142713491696445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5928606269567415,0.0,0.0,0.0,0.7281851408169263,0.0,0.0,0.0,0.0,0.5106031247784331,0.0,0.0,0.0,0.0,0.0,0
29,273045.0947802198,1.3848567724227905,0.07034042794043055,0.0,0.0,0.0,0.0,0.3351566454020314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6195287663544906,0.0,0.0,0.0,0.8242230488484715,0.0,0.0,0.0,0.0,0.4719852334887841,0.0,0.0,0.0,0.0,0.0,0
30,272841.1054258242,1.4086255788803101,0.07007715619604014,0.0,0.0,0.0,0.0,0.34036322321295487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6290086887678357,0.0,0.0,0.0,0.823871689324186,0.0,0.0,0.0,0.0,0.4492253969683085,0.0,0.0,0.0,0.0,0.0,0
31,273314.1538461539,1.393059539794922,0.0700520514695594,0.0,0.0,0.0,0.0,0.33565649534070324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622046181380483,0.0,0.0,0.0,0.796214554346186,0.0,0.0,0.0,0.0,0.48774841595852847,0.0,0.0,0.0,0.0,0.0,0
32,271627.79378434067,1.4097693681716919,0.06836171209170766,0.0,0.0,0.0,0.0,0.303318989032919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6049992216017481,0.0,0.0,0.0,0.7658523281756382,0.0,0.0,0.0,0.0,0.5134042481243398,0.0,0.0,0.0,0.0,0.0,0
33,271418.88358516485,1.3814812064170838,0.06916572557488354,0.0,0.0,0.0,0.0,0.3150801100639926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6080435613145854,0.0,0.0,0.0,0.8103573313959537,0.0,0.0,0.0,0.0,0.4798222156217416,0.0,0.0,0.0,0.0,0.0,0
34,270962.6675824176,1.3852577805519104,0.06962965831824511,0.0,0.0,0.0,0.0,0.32148875983846203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6134142850369735,0.0,0.0,0.0,0.798519244196154,0.0,0.0,0.0,0.0,0.4947267771122535,0.0,0.0,0.0,0.0,0.0,0
35,270891.11074862635,1.3841265916824341,0.06929101770573713,0.0,0.0,0.0,0.0,0.31814546842583374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6108301786306891,0.0,0.0,0.0,0.7926371509108122,0.0,0.0,0.0,0.0,0.4956997686162533,0.0,0.0,0.0,0.0,0.0,0
36,270822.435782967,1.383641791343689,0.06854353618850949,0.0,0.0,0.0,0.0,0.3083090147490521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6018767368928715,0.0,0.0,0.0,0.8217628466911698,0.0,0.0,0.0,0.0,0.4614445596992104,0.0,0.0,0.0,0.0,0.0,0
37,270574.3028846154,1.383347249031067,0.06925421370534532,0.0,0.0,0.0,0.0,0.3172764163426604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102772901238234,0.0,0.0,0.0,0.8055392410643009,0.0,0.0,0.0,0.0,0.4830418910402656,0.0,0.0,0.0,0.0,0.0,0
38,270587.77987637365,1.3829798698425293,0.06906095142689747,0.0,0.0,0.0,0.0,0.31417135611330615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6075657014847944,0.0,0.0,0.0,0.8129845614447924,0.0,0.0,0.0,0.0,0.47522882661782606,0.0,0.0,0.0,0.0,0.0,0
39,270613.84495192306,1.38251074552536,0.06912574970665161,0.0,0.0,0.0,0.0,0.31401123533421044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6075688276182458,0.0,0.0,0.0,0.8128159553101794,0.0,0.0,0.0,0.0,0.47762797235021565,0.0,0.0,0.0,0.0,0.0,0
40,270587.5130494505,1.3885107159614563,0.06963602387387753,0.0,0.0,0.0,0.0,0.3263932440031221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6170142266204264,0.0,0.0,0.0,0.7905134749057163,0.0,0.0,0.0,0.0,0.49443181843481626,0.0,0.0,0.0,0.0,0.0,0
41,270590.8792925824,1.3841026663780212,0.06848154882454488,0.0,0.0,0.0,0.0,0.3070930597470979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6007615284199717,0.0,0.0,0.0,0.8246510431470349,0.0,0.0,0.0,0.0,0.45890393107133187,0.0,0.0,0.0,0.0,0.0,0
42,270588.6225961539,1.385741686820984,0.06955742389106398,0.0,0.0,0.0,0.0,0.32297693990903165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614649860993943,0.0,0.0,0.0,0.7970163687543652,0.0,0.0,0.0,0.0,0.49119439485670713,0.0,0.0,0.0,0.0,0.0,0
43,270590.3725961539,1.3841152906417846,0.06945001568903246,0.0,0.0,0.0,0.0,0.31988148025587604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6123436254455094,0.0,0.0,0.0,0.8039952217370822,0.0,0.0,0.0,0.0,0.48618017461057156,0.0,0.0,0.0,0.0,0.0,0
44,270587.42891483515,1.3912489414215088,0.06971070148751184,0.0,0.0,0.0,0.0,0.3292944968397199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6192106138243607,0.0,0.0,0.0,0.783444147179898,0.0,0.0,0.0,0.0,0.4987931897564003,0.0,0.0,0.0,0.0,0.0,0
45,270591.3346497253,1.3842875361442566,0.0694704199015166,0.0,0.0,0.0,0.0,0.3201441794756716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6125665312410236,0.0,0.0,0.0,0.8039432212132922,0.0,0.0,0.0,0.0,0.4863995049185439,0.0,0.0,0.0,0.0,0.0,0
46,270589.17324862635,1.3868598937988281,0.06960674694661691,0.0,0.0,0.0,0.0,0.324608216658331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6157881800084717,0.0,0.0,0.0,0.7936102233504494,0.0,0.0,0.0,0.0,0.49340928227448827,0.0,0.0,0.0,0.0,0.0,0
47,270589.94591346156,1.3867550134658813,0.0695751570819365,0.0,0.0,0.0,0.0,0.32425469024623566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6154394657407938,0.0,0.0,0.0,0.795280937381744,0.0,0.0,0.0,0.0,0.4914299332531943,0.0,0.0,0.0,0.0,0.0,0
48,270588.5724587912,1.3860287547111512,0.06956349291934387,0.0,0.0,0.0,0.0,0.32335352671907847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6149827136215567,0.0,0.0,0.0,0.7943694503062396,0.0,0.0,0.0,0.0,0.49332608277212886,0.0,0.0,0.0,0.0,0.0,0
49,270588.671875,1.3845260858535766,0.06951394867944835,0.0,0.0,0.0,0.0,0.3211068160926593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613309433676705,0.0,0.0,0.0,0.8008184464030365,0.0,0.0,0.0,0.0,0.48921166156994655,0.0,0.0,0.0,0.0,0.0,0
50,270588.49656593404,1.3839720249176026,0.06940938041176994,0.0,0.0,0.0,0.0,0.3197359952025332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6121347573392498,0.0,0.0,0.0,0.8033006595783864,0.0,0.0,0.0,0.0,0.48592876105646854,0.0,0.0,0.0,0.0,0.0,0
