ex/mon,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99
ce,0.3947,0.3556,0.3692,0.3716,0.3735,0.3752,0.3756,0.4223,0.4302,0.4277,0.3945,0.4052,0.4136,0.3354,0.3617,0.3019,0.3682,0.3226,0.3182
ce_baseline_global,0.4504,0.4492,0.4565,0.4562,0.4566,0.4584,0.4523,0.4618,0.4652,0.4624,0.4339,0.4386,0.4389,0.4364,0.4205,0.3622,0.4193,0.4118,0.327
ce_baseline,0.3761,0.4371,0.3832,0.4003,0.3822,0.4197,0.3947,0.4317,0.3951,0.3815,0.4003,0.3786,0.3622,0.3827,0.3532,0.3622,0.3361,0.3686,0.2829
ce_weight,0.357994265,0.38993023600000004,0.395219731,0.411935503,0.420546807,0.42760247100000004,0.404432151,0.41101288,0.435638886,0.442180003,0.435533702,0.43688419100000003,0.452390082,0.451718341,0.431057715,0.416590003,0.38980387899999996,0.39850473399999997,0.31227737899999997
ce_weight_local,0.3779,0.3854,0.3987,0.4094,0.4022,0.4052,0.41200000000000003,0.4334,0.4416,0.4571,0.4412,0.4521,0.4322,0.4405,0.4191,0.4263,0.3323,0.3675,0.3484
