ex/mon,0.7,0.8,0.9,0.91,0.92,0.93
ce_b4,0.3517,0.4021,0.3977,0.4112,0.4117,0.4388
baseline_batch_b4,0.4406,0.4622,0.4591,0.4537,0.4631,0.3483
baseline_global_b4,0.4534,0.4597,0.457,0.45899999999999996,0.4436,0.4538
baseline_single_b4,0.3934,0.4019,0.4466,0.3713,0.3942,0.4435
test_batch_b4,0.3876,0.4158,0.3672,0.4265,0.4254,0.4282
test_global_b4,0.3921,0.4147,0.4261,0.442,0.4266,0.4438
test_single_b4,0.3838,0.4121,0.4286,0.4234,0.4283,0.4487
