val_iou_Animal,val_iou_Archway,val_iou_Bicyclist,val_iou_Bridge,val_iou_Building,val_iou_Car,val_iou_CartLuggagePram,val_iou_Child,val_iou_Column_Pole,val_iou_Fence,val_iou_LaneMkgsDriv,val_iou_LaneMkgsNonDriv,val_iou_Misc_Text,val_iou_MotorcycleScooter,val_iou_OtherMoving,val_iou_ParkingBlock,val_iou_Pedestrian,val_iou_Road,val_iou_RoadShoulder,val_iou_Sidewalk,val_iou_SignSymbol,val_iou_Sky,val_iou_SUVPickupTruck,val_iou_TrafficCone,val_iou_TrafficLight,val_iou_Train,val_iou_Tree,val_iou_Truck_Bus,val_iou_Tunnel,val_iou_VegetationMisc,val_iou_Void,val_iou_Wall,is_best
0,0.003462227,0.008318615,0,-0.00423515,-0.000182754,-0.020416493,0.03046498,0.000136133,-0.009998802,-0.03068051,0,-0.003633309,0,-0.004632992,0,-0.003817463,-0.000665099,0,0.012047167,-0.019447562,0.00075525,0,0,-0.009260079,0,-0.000946639,-0.011141345,0,-0.09247972,-0.030701648,-0.001897748,
0,0.426094786,0.85941662,0,0.952037082,0.419457861,0.232437174,0.70704707,0.606934155,0.865604416,0.671578443,0,0.431476021,0,0.682681714,0,0.749510905,0.945169323,0,0.866773806,0.532312573,0.941001691,0,0,0.816859385,0,0.939139332,0.835323072,0,0.603209831,0.36562291,0.799460646,
0,0.429557013,0.867735235,0,0.947801932,0.419275107,0.212020681,0.73751205,0.607070288,0.855605614,0.640897933,0,0.427842712,0,0.678048722,0,0.745693442,0.944504224,0,0.878820973,0.512865011,0.941756941,0,0,0.807599306,0,0.938192693,0.824181727,0,0.510730111,0.334921262,0.797562898,
